temp (C),CMRR1 mcparamset 1  (dB),CMRR1 mcparamset 2  (dB),CMRR1 mcparamset 3  (dB),CMRR1 mcparamset 4  (dB),CMRR1 mcparamset 5  (dB),CMRR1 mcparamset 6  (dB),CMRR1 mcparamset 7  (dB),CMRR1 mcparamset 8  (dB),CMRR1 mcparamset 9  (dB),CMRR1 mcparamset 10  (dB),CMRR1 mcparamset 11  (dB),CMRR1 mcparamset 12  (dB),CMRR1 mcparamset 13  (dB),CMRR1 mcparamset 14  (dB),CMRR1 mcparamset 15  (dB),CMRR1 mcparamset 16  (dB),CMRR1 mcparamset 17  (dB),CMRR1 mcparamset 18  (dB),CMRR1 mcparamset 19  (dB),CMRR1 mcparamset 20  (dB),CMRR1 mcparamset 21  (dB),CMRR1 mcparamset 22  (dB),CMRR1 mcparamset 23  (dB),CMRR1 mcparamset 24  (dB),CMRR1 mcparamset 25  (dB),CMRR1 mcparamset 26  (dB),CMRR1 mcparamset 27  (dB),CMRR1 mcparamset 28  (dB),CMRR1 mcparamset 29  (dB),CMRR1 mcparamset 30  (dB),CMRR1 mcparamset 31  (dB),CMRR1 mcparamset 32  (dB),CMRR1 mcparamset 33  (dB),CMRR1 mcparamset 34  (dB),CMRR1 mcparamset 35  (dB),CMRR1 mcparamset 36  (dB),CMRR1 mcparamset 37  (dB),CMRR1 mcparamset 38  (dB),CMRR1 mcparamset 39  (dB),CMRR1 mcparamset 40  (dB),CMRR1 mcparamset 41  (dB),CMRR1 mcparamset 42  (dB),CMRR1 mcparamset 43  (dB),CMRR1 mcparamset 44  (dB),CMRR1 mcparamset 45  (dB),CMRR1 mcparamset 46  (dB),CMRR1 mcparamset 47  (dB),CMRR1 mcparamset 48  (dB),CMRR1 mcparamset 49  (dB),CMRR1 mcparamset 50  (dB),CMRR1 mcparamset 51  (dB),CMRR1 mcparamset 52  (dB),CMRR1 mcparamset 53  (dB),CMRR1 mcparamset 54  (dB),CMRR1 mcparamset 55  (dB),CMRR1 mcparamset 56  (dB),CMRR1 mcparamset 57  (dB),CMRR1 mcparamset 58  (dB),CMRR1 mcparamset 59  (dB),CMRR1 mcparamset 60  (dB),CMRR1 mcparamset 61  (dB),CMRR1 mcparamset 62  (dB),CMRR1 mcparamset 63  (dB),CMRR1 mcparamset 64  (dB),CMRR1 mcparamset 65  (dB),CMRR1 mcparamset 66  (dB),CMRR1 mcparamset 67  (dB),CMRR1 mcparamset 68  (dB),CMRR1 mcparamset 69  (dB),CMRR1 mcparamset 70  (dB),CMRR1 mcparamset 71  (dB),CMRR1 mcparamset 72  (dB),CMRR1 mcparamset 73  (dB),CMRR1 mcparamset 74  (dB),CMRR1 mcparamset 75  (dB),CMRR1 mcparamset 76  (dB),CMRR1 mcparamset 77  (dB),CMRR1 mcparamset 78  (dB),CMRR1 mcparamset 79  (dB),CMRR1 mcparamset 80  (dB),CMRR1 mcparamset 81  (dB),CMRR1 mcparamset 82  (dB),CMRR1 mcparamset 83  (dB),CMRR1 mcparamset 84  (dB),CMRR1 mcparamset 85  (dB),CMRR1 mcparamset 86  (dB),CMRR1 mcparamset 87  (dB),CMRR1 mcparamset 88  (dB),CMRR1 mcparamset 89  (dB),CMRR1 mcparamset 90  (dB),CMRR1 mcparamset 91  (dB),CMRR1 mcparamset 92  (dB),CMRR1 mcparamset 93  (dB),CMRR1 mcparamset 94  (dB),CMRR1 mcparamset 95  (dB),CMRR1 mcparamset 96  (dB),CMRR1 mcparamset 97  (dB),CMRR1 mcparamset 98  (dB),CMRR1 mcparamset 99  (dB),CMRR1 mcparamset 100  (dB),CMRR2 mcparamset 1  (dB),CMRR2 mcparamset 2  (dB),CMRR2 mcparamset 3  (dB),CMRR2 mcparamset 4  (dB),CMRR2 mcparamset 5  (dB),CMRR2 mcparamset 6  (dB),CMRR2 mcparamset 7  (dB),CMRR2 mcparamset 8  (dB),CMRR2 mcparamset 9  (dB),CMRR2 mcparamset 10  (dB),CMRR2 mcparamset 11  (dB),CMRR2 mcparamset 12  (dB),CMRR2 mcparamset 13  (dB),CMRR2 mcparamset 14  (dB),CMRR2 mcparamset 15  (dB),CMRR2 mcparamset 16  (dB),CMRR2 mcparamset 17  (dB),CMRR2 mcparamset 18  (dB),CMRR2 mcparamset 19  (dB),CMRR2 mcparamset 20  (dB),CMRR2 mcparamset 21  (dB),CMRR2 mcparamset 22  (dB),CMRR2 mcparamset 23  (dB),CMRR2 mcparamset 24  (dB),CMRR2 mcparamset 25  (dB),CMRR2 mcparamset 26  (dB),CMRR2 mcparamset 27  (dB),CMRR2 mcparamset 28  (dB),CMRR2 mcparamset 29  (dB),CMRR2 mcparamset 30  (dB),CMRR2 mcparamset 31  (dB),CMRR2 mcparamset 32  (dB),CMRR2 mcparamset 33  (dB),CMRR2 mcparamset 34  (dB),CMRR2 mcparamset 35  (dB),CMRR2 mcparamset 36  (dB),CMRR2 mcparamset 37  (dB),CMRR2 mcparamset 38  (dB),CMRR2 mcparamset 39  (dB),CMRR2 mcparamset 40  (dB),CMRR2 mcparamset 41  (dB),CMRR2 mcparamset 42  (dB),CMRR2 mcparamset 43  (dB),CMRR2 mcparamset 44  (dB),CMRR2 mcparamset 45  (dB),CMRR2 mcparamset 46  (dB),CMRR2 mcparamset 47  (dB),CMRR2 mcparamset 48  (dB),CMRR2 mcparamset 49  (dB),CMRR2 mcparamset 50  (dB),CMRR2 mcparamset 51  (dB),CMRR2 mcparamset 52  (dB),CMRR2 mcparamset 53  (dB),CMRR2 mcparamset 54  (dB),CMRR2 mcparamset 55  (dB),CMRR2 mcparamset 56  (dB),CMRR2 mcparamset 57  (dB),CMRR2 mcparamset 58  (dB),CMRR2 mcparamset 59  (dB),CMRR2 mcparamset 60  (dB),CMRR2 mcparamset 61  (dB),CMRR2 mcparamset 62  (dB),CMRR2 mcparamset 63  (dB),CMRR2 mcparamset 64  (dB),CMRR2 mcparamset 65  (dB),CMRR2 mcparamset 66  (dB),CMRR2 mcparamset 67  (dB),CMRR2 mcparamset 68  (dB),CMRR2 mcparamset 69  (dB),CMRR2 mcparamset 70  (dB),CMRR2 mcparamset 71  (dB),CMRR2 mcparamset 72  (dB),CMRR2 mcparamset 73  (dB),CMRR2 mcparamset 74  (dB),CMRR2 mcparamset 75  (dB),CMRR2 mcparamset 76  (dB),CMRR2 mcparamset 77  (dB),CMRR2 mcparamset 78  (dB),CMRR2 mcparamset 79  (dB),CMRR2 mcparamset 80  (dB),CMRR2 mcparamset 81  (dB),CMRR2 mcparamset 82  (dB),CMRR2 mcparamset 83  (dB),CMRR2 mcparamset 84  (dB),CMRR2 mcparamset 85  (dB),CMRR2 mcparamset 86  (dB),CMRR2 mcparamset 87  (dB),CMRR2 mcparamset 88  (dB),CMRR2 mcparamset 89  (dB),CMRR2 mcparamset 90  (dB),CMRR2 mcparamset 91  (dB),CMRR2 mcparamset 92  (dB),CMRR2 mcparamset 93  (dB),CMRR2 mcparamset 94  (dB),CMRR2 mcparamset 95  (dB),CMRR2 mcparamset 96  (dB),CMRR2 mcparamset 97  (dB),CMRR2 mcparamset 98  (dB),CMRR2 mcparamset 99  (dB),CMRR2 mcparamset 100  (dB)
-31.0000,126.367,122.721,118.977,137.948,122.796,126.835,133.057,119.769,151.315,136.339,128.259,132.685,134.901,123.560,123.762,132.387,119.376,127.717,151.482,128.923,162.388,124.392,127.104,133.039,122.698,131.257,151.801,117.896,140.799,113.500,130.264,116.260,117.351,124.643,135.352,116.405,138.967,127.770,133.875,157.803,144.703,119.289,129.838,126.555,149.127,138.272,122.284,128.971,137.027,117.855,130.682,120.415,117.107,120.840,123.770,117.516,127.061,132.696,132.511,117.227,118.988,144.934,131.207,130.589,121.356,120.458,146.914,140.462,157.859,116.202,122.641,119.431,131.403,147.514,143.812,120.127,129.886,126.789,117.533,121.040,123.858,132.050,155.719,117.639,119.167,131.234,118.267,130.988,122.383,121.114,127.169,115.969,133.876,144.331,119.064,136.621,129.007,118.189,146.262,139.000,126.249,117.633,125.241,124.530,117.082,121.924,121.005,125.345,122.420,118.116,133.304,128.984,121.824,128.503,122.860,129.075,128.449,120.599,122.783,116.692,120.047,114.677,129.236,123.459,134.331,117.970,121.928,120.977,142.384,118.220,116.218,114.250,121.837,125.104,116.115,116.570,118.113,128.666,129.748,142.453,130.550,128.889,139.097,150.942,138.365,129.556,122.403,122.410,118.736,146.555,126.324,120.273,116.509,136.821,120.925,123.144,133.800,138.444,122.179,146.753,126.792,126.677,131.262,122.828,120.828,124.390,154.385,120.837,125.142,139.136,113.955,133.908,121.376,119.508,130.896,125.704,119.403,125.307,122.210,124.414,119.722,132.046,140.875,125.223,125.386,129.324,125.404,126.948,119.373,120.287,124.688,118.071,124.754,124.641,124.182,125.046,119.596,122.385,118.123,133.373
-29.0000,126.294,122.650,118.906,137.883,122.726,126.767,132.992,119.698,151.274,136.273,128.191,132.612,134.825,123.494,123.694,132.313,119.309,127.644,151.326,128.850,162.321,124.327,127.035,132.968,122.629,131.194,151.763,117.828,140.714,113.430,130.198,116.191,117.280,124.576,135.284,116.335,138.870,127.702,133.804,157.706,144.628,119.223,129.765,126.490,149.051,138.208,122.217,128.904,136.971,117.787,130.605,120.347,117.038,120.771,123.701,117.448,126.992,132.626,132.443,117.158,118.922,144.856,131.139,130.518,121.290,120.388,146.803,140.409,157.678,116.133,122.571,119.361,131.339,147.478,143.746,120.059,129.819,126.717,117.463,120.971,123.787,131.977,155.752,117.571,119.099,131.162,118.197,130.922,122.316,121.046,127.103,115.900,133.811,144.271,118.996,136.561,128.933,118.122,146.202,138.924,126.176,117.563,125.173,124.460,117.016,121.854,120.935,125.277,122.352,118.047,133.235,128.917,121.758,128.433,122.791,129.005,128.382,120.528,122.713,116.625,119.978,114.608,129.167,123.390,134.258,117.903,121.861,120.907,142.319,118.152,116.151,114.184,121.768,125.035,116.047,116.504,118.045,128.601,129.682,142.366,130.485,128.819,139.028,150.842,138.297,129.484,122.332,122.339,118.666,146.485,126.254,120.205,116.438,136.755,120.856,123.078,133.733,138.389,122.110,146.650,126.725,126.607,131.195,122.758,120.758,124.323,154.395,120.767,125.077,139.075,113.884,133.841,121.308,119.438,130.823,125.633,119.335,125.236,122.141,124.344,119.652,131.972,140.798,125.155,125.316,129.255,125.336,126.880,119.303,120.220,124.618,118.004,124.686,124.574,124.115,124.977,119.525,122.319,118.053,133.307
-27.0000,126.221,122.581,118.837,137.818,122.656,126.700,132.928,119.628,151.236,136.208,128.123,132.541,134.751,123.427,123.626,132.241,119.242,127.571,151.170,128.778,162.256,124.263,126.966,132.899,122.561,131.133,151.726,117.760,140.630,113.360,130.133,116.123,117.210,124.511,135.217,116.266,138.774,127.636,133.733,157.610,144.554,119.159,129.692,126.426,148.977,138.144,122.150,128.837,136.917,117.720,130.529,120.279,116.970,120.702,123.633,117.380,126.922,132.557,132.376,117.089,118.856,144.778,131.071,130.447,121.224,120.319,146.692,140.356,157.497,116.065,122.502,119.292,131.276,147.444,143.682,119.993,129.753,126.646,117.393,120.902,123.716,131.904,155.788,117.503,119.032,131.092,118.127,130.857,122.248,120.978,127.037,115.832,133.748,144.212,118.929,136.503,128.860,118.057,146.142,138.849,126.103,117.493,125.105,124.390,116.951,121.784,120.866,125.210,122.285,117.978,133.166,128.850,121.694,128.363,122.723,128.937,128.316,120.459,122.643,116.559,119.910,114.539,129.098,123.321,134.185,117.837,121.794,120.838,142.255,118.084,116.084,114.118,121.700,124.966,115.980,116.438,117.978,128.537,129.617,142.280,130.419,128.750,138.960,150.743,138.229,129.413,122.262,122.269,118.597,146.416,126.185,120.137,116.369,136.689,120.787,123.013,133.666,138.334,122.042,146.548,126.658,126.539,131.128,122.689,120.690,124.257,154.407,120.697,125.013,139.015,113.814,133.774,121.242,119.369,130.751,125.563,119.268,125.165,122.073,124.274,119.582,131.899,140.723,125.087,125.247,129.187,125.268,126.813,119.234,120.153,124.548,117.938,124.619,124.507,124.049,124.910,119.455,122.254,117.983,133.241
-25.0000,126.149,122.512,118.767,137.755,122.588,126.633,132.864,119.558,151.198,136.144,128.055,132.470,134.677,123.362,123.560,132.169,119.176,127.498,151.015,128.707,162.191,124.199,126.899,132.829,122.493,131.073,151.691,117.693,140.545,113.291,130.068,116.055,117.140,124.446,135.151,116.197,138.679,127.569,133.662,157.516,144.480,119.095,129.620,126.361,148.903,138.081,122.085,128.772,136.863,117.654,130.454,120.212,116.903,120.634,123.565,117.313,126.854,132.489,132.309,117.022,118.791,144.701,131.005,130.378,121.159,120.251,146.581,140.305,157.317,115.998,122.434,119.223,131.214,147.411,143.618,119.927,129.688,126.576,117.325,120.835,123.647,131.832,155.828,117.436,118.965,131.022,118.058,130.793,122.182,120.911,126.972,115.764,133.685,144.154,118.862,136.445,128.788,117.992,146.084,138.775,126.031,117.424,125.038,124.320,116.887,121.714,120.798,125.143,122.219,117.909,133.097,128.784,121.630,128.294,122.655,128.869,128.251,120.390,122.573,116.493,119.843,114.471,129.030,123.253,134.113,117.771,121.729,120.769,142.191,118.017,116.018,114.053,121.632,124.899,115.913,116.373,117.911,128.474,129.552,142.195,130.355,128.682,138.892,150.643,138.162,129.343,122.193,122.200,118.528,146.348,126.117,120.069,116.300,136.624,120.719,122.949,133.600,138.281,121.975,146.446,126.592,126.471,131.062,122.621,120.621,124.191,154.422,120.629,124.949,138.956,113.744,133.708,121.176,119.301,130.679,125.494,119.201,125.095,122.006,124.206,119.513,131.826,140.648,125.020,125.178,129.119,125.200,126.747,119.165,120.086,124.479,117.872,124.553,124.441,123.984,124.843,119.385,122.189,117.914,133.176
-23.0000,126.078,122.444,118.699,137.692,122.520,126.567,132.802,119.488,151.162,136.080,127.989,132.399,134.603,123.297,123.494,132.097,119.111,127.427,150.860,128.636,162.128,124.136,126.832,132.761,122.426,131.013,151.657,117.626,140.461,113.223,130.005,115.988,117.072,124.381,135.085,116.129,138.584,127.504,133.592,157.423,144.407,119.032,129.548,126.298,148.830,138.018,122.020,128.707,136.810,117.588,130.379,120.146,116.836,120.567,123.499,117.247,126.786,132.421,132.243,116.955,118.727,144.624,130.939,130.309,121.094,120.184,146.471,140.255,157.137,115.931,122.366,119.155,131.152,147.379,143.554,119.861,129.623,126.507,117.256,120.768,123.577,131.760,155.872,117.370,118.899,130.953,117.990,130.729,122.116,120.844,126.907,115.698,133.623,144.096,118.796,136.387,128.716,117.928,146.026,138.702,125.960,117.356,124.972,124.252,116.823,121.646,120.731,125.077,122.154,117.841,133.030,128.719,121.566,128.226,122.588,128.801,128.187,120.322,122.504,116.428,119.776,114.404,128.963,123.186,134.041,117.706,121.664,120.701,142.128,117.950,115.953,113.989,121.566,124.832,115.846,116.309,117.845,128.412,129.489,142.110,130.291,128.614,138.825,150.544,138.096,129.273,122.125,122.131,118.460,146.280,126.049,120.003,116.231,136.560,120.652,122.886,133.535,138.229,121.908,146.345,126.526,126.404,130.997,122.553,120.554,124.126,154.440,120.561,124.886,138.897,113.675,133.643,121.111,119.233,130.609,125.425,119.135,125.025,121.940,124.137,119.445,131.754,140.573,124.954,125.110,129.052,125.133,126.681,119.098,120.021,124.411,117.808,124.487,124.376,123.919,124.777,119.316,122.126,117.846,133.112
-21.0000,126.007,122.376,118.631,137.630,122.453,126.502,132.740,119.420,151.127,136.018,127.923,132.330,134.531,123.233,123.428,132.027,119.046,127.355,150.706,128.566,162.065,124.074,126.766,132.693,122.360,130.954,151.624,117.560,140.378,113.155,129.942,115.922,117.004,124.318,135.020,116.061,138.489,127.439,133.523,157.331,144.335,118.970,129.477,126.236,148.759,137.957,121.956,128.643,136.759,117.523,130.305,120.081,116.769,120.500,123.433,117.182,126.719,132.354,132.178,116.889,118.663,144.549,130.874,130.241,121.031,120.117,146.362,140.205,156.959,115.866,122.299,119.088,131.090,147.349,143.492,119.797,129.560,126.438,117.189,120.702,123.509,131.689,155.920,117.305,118.834,130.884,117.923,130.666,122.052,120.779,126.844,115.632,133.562,144.039,118.731,136.331,128.646,117.864,145.968,138.629,125.889,117.288,124.906,124.184,116.760,121.578,120.664,125.011,122.089,117.774,132.963,128.654,121.504,128.158,122.522,128.734,128.123,120.255,122.436,116.364,119.710,114.337,128.896,123.119,133.971,117.642,121.599,120.634,142.066,117.884,115.888,113.925,121.500,124.766,115.781,116.246,117.780,128.350,129.426,142.025,130.229,128.548,138.759,150.445,138.031,129.204,122.057,122.063,118.393,146.213,125.982,119.936,116.164,136.497,120.586,122.823,133.471,138.177,121.843,146.244,126.461,126.338,130.932,122.487,120.487,124.062,154.461,120.493,124.824,138.839,113.607,133.578,121.047,119.166,130.539,125.358,119.070,124.956,121.874,124.070,119.378,131.682,140.500,124.888,125.043,128.986,125.067,126.616,119.031,119.956,124.344,117.743,124.422,124.311,123.855,124.711,119.248,122.063,117.779,133.048
-19.0000,125.937,122.309,118.563,137.568,122.386,126.437,132.679,119.352,151.094,135.955,127.858,132.261,134.459,123.170,123.364,131.956,118.982,127.285,150.552,128.497,162.004,124.012,126.700,132.626,122.295,130.896,151.592,117.495,140.295,113.088,129.879,115.857,116.936,124.255,134.956,115.995,138.395,127.375,133.454,157.241,144.264,118.908,129.407,126.174,148.688,137.896,121.893,128.579,136.708,117.459,130.232,120.016,116.704,120.434,123.368,117.117,126.653,132.287,132.113,116.824,118.600,144.474,130.810,130.173,120.968,120.051,146.252,140.156,156.781,115.800,122.233,119.021,131.030,147.319,143.431,119.733,129.497,126.370,117.122,120.636,123.441,131.619,155.971,117.240,118.769,130.816,117.856,130.604,121.987,120.714,126.781,115.567,133.502,143.983,118.666,136.275,128.575,117.801,145.912,138.557,125.820,117.222,124.841,124.117,116.698,121.511,120.598,124.947,122.026,117.708,132.897,128.590,121.442,128.091,122.457,128.668,128.060,120.188,122.369,116.301,119.644,114.271,128.830,123.053,133.901,117.578,121.536,120.567,142.005,117.819,115.824,113.862,121.435,124.700,115.716,116.183,117.716,128.289,129.364,141.941,130.166,128.482,138.693,150.346,137.966,129.135,121.990,121.996,118.326,146.146,125.916,119.871,116.097,136.434,120.520,122.761,133.407,138.127,121.777,146.143,126.397,126.272,130.868,122.421,120.421,123.999,154.485,120.427,124.762,138.782,113.540,133.514,120.983,119.100,130.469,125.291,119.006,124.888,121.809,124.003,119.311,131.611,140.427,124.823,124.976,128.921,125.002,126.552,118.964,119.891,124.277,117.680,124.358,124.247,123.792,124.646,119.180,122.001,117.712,132.985
-17.0000,125.868,122.243,118.497,137.508,122.320,126.373,132.619,119.285,151.062,135.894,127.794,132.193,134.387,123.107,123.300,131.887,118.919,127.215,150.399,128.428,161.944,123.951,126.636,132.559,122.230,130.838,151.562,117.430,140.212,113.022,129.818,115.792,116.870,124.192,134.893,115.928,138.301,127.311,133.386,157.152,144.193,118.847,129.337,126.113,148.618,137.836,121.830,128.517,136.658,117.395,130.159,119.952,116.639,120.369,123.303,117.053,126.587,132.220,132.049,116.759,118.538,144.399,130.746,130.106,120.906,119.985,146.144,140.108,156.603,115.736,122.167,118.955,130.970,147.291,143.371,119.670,129.434,126.303,117.056,120.572,123.374,131.549,156.027,117.176,118.705,130.749,117.790,130.542,121.924,120.649,126.718,115.502,133.442,143.928,118.602,136.220,128.506,117.739,145.856,138.486,125.750,117.155,124.776,124.050,116.636,121.444,120.533,124.883,121.963,117.642,132.832,128.527,121.381,128.025,122.392,128.603,127.998,120.122,122.302,116.238,119.580,114.206,128.765,122.988,133.831,117.515,121.473,120.501,141.944,117.755,115.761,113.800,121.370,124.635,115.652,116.121,117.652,128.229,129.303,141.857,130.105,128.417,138.628,150.247,137.901,129.067,121.923,121.930,118.260,146.080,125.850,119.807,116.031,136.372,120.455,122.699,133.344,138.077,121.713,146.042,126.334,126.207,130.805,122.355,120.356,123.936,154.512,120.361,124.701,138.726,113.473,133.450,120.920,119.034,130.400,125.224,118.942,124.820,121.744,123.937,119.245,131.541,140.354,124.759,124.910,128.856,124.937,126.488,118.898,119.828,124.211,117.617,124.294,124.184,123.729,124.582,119.113,121.940,117.646,132.923
-15.0000,125.799,122.177,118.431,137.448,122.255,126.310,132.559,119.219,151.031,135.834,127.730,132.125,134.317,123.045,123.237,131.818,118.856,127.146,150.246,128.360,161.884,123.891,126.572,132.493,122.166,130.782,151.533,117.366,140.129,112.957,129.757,115.728,116.804,124.131,134.830,115.863,138.208,127.249,133.319,157.064,144.123,118.787,129.268,126.053,148.549,137.776,121.768,128.455,136.609,117.332,130.086,119.888,116.575,120.304,123.240,116.990,126.522,132.155,131.985,116.695,118.476,144.326,130.683,130.039,120.844,119.920,146.036,140.061,156.427,115.672,122.102,118.890,130.911,147.263,143.312,119.608,129.373,126.236,116.990,120.507,123.308,131.480,156.086,117.113,118.641,130.682,117.725,130.481,121.861,120.586,126.657,115.439,133.383,143.873,118.539,136.166,128.437,117.678,145.801,138.416,125.682,117.090,124.712,123.984,116.575,121.378,120.468,124.819,121.900,117.577,132.767,128.465,121.320,127.960,122.328,128.538,127.937,120.057,122.236,116.176,119.515,114.142,128.700,122.924,133.762,117.453,121.411,120.436,141.885,117.691,115.698,113.739,121.306,124.571,115.588,116.060,117.588,128.169,129.243,141.774,130.044,128.352,138.563,150.149,137.838,129.000,121.857,121.864,118.195,146.015,125.785,119.743,115.966,136.310,120.391,122.638,133.281,138.029,121.649,145.942,126.271,126.143,130.743,122.290,120.291,123.874,154.542,120.295,124.641,138.671,113.407,133.387,120.857,118.970,130.332,125.158,118.879,124.753,121.680,123.872,119.179,131.471,140.283,124.695,124.844,128.792,124.873,126.425,118.833,119.765,124.145,117.555,124.232,124.121,123.667,124.518,119.046,121.879,117.580,132.861
-13.0000,125.731,122.113,118.365,137.389,122.190,126.247,132.500,119.153,151.001,135.774,127.666,132.058,134.247,122.984,123.174,131.750,118.794,127.077,150.094,128.293,161.826,123.831,126.508,132.428,122.102,130.726,151.505,117.303,140.047,112.892,129.696,115.665,116.739,124.070,134.767,115.798,138.115,127.187,133.252,156.977,144.054,118.727,129.200,125.993,148.481,137.717,121.707,128.394,136.561,117.269,130.015,119.826,116.511,120.240,123.176,116.927,126.457,132.090,131.923,116.632,118.415,144.253,130.621,129.973,120.784,119.856,145.928,140.015,156.251,115.609,122.038,118.826,130.853,147.237,143.253,119.546,129.312,126.170,116.925,120.444,123.242,131.411,156.150,117.051,118.579,130.616,117.660,130.420,121.799,120.523,126.596,115.376,133.325,143.819,118.476,136.112,128.369,117.617,145.746,138.347,125.614,117.026,124.649,123.919,116.515,121.313,120.404,124.756,121.838,117.512,132.703,128.403,121.260,127.895,122.264,128.474,127.876,119.993,122.171,116.114,119.452,114.078,128.636,122.860,133.694,117.392,121.349,120.372,141.825,117.628,115.637,113.678,121.243,124.508,115.526,115.999,117.526,128.110,129.183,141.691,129.984,128.289,138.499,150.051,137.775,128.934,121.792,121.799,118.130,145.951,125.721,119.679,115.901,136.250,120.327,122.578,133.219,137.981,121.586,145.842,126.210,126.079,130.681,122.226,120.227,123.813,154.575,120.231,124.582,138.616,113.341,133.325,120.796,118.906,130.264,125.093,118.816,124.687,121.617,123.807,119.114,131.402,140.211,124.632,124.780,128.728,124.810,126.363,118.769,119.703,124.080,117.494,124.170,124.060,123.606,124.455,118.981,121.819,117.515,132.801
-11.0000,125.664,122.049,118.301,137.331,122.126,126.185,132.443,119.088,150.974,135.714,127.604,131.992,134.177,122.923,123.112,131.683,118.733,127.009,149.943,128.226,161.769,123.772,126.445,132.364,122.039,130.671,151.479,117.240,139.965,112.827,129.637,115.602,116.674,124.009,134.706,115.734,138.023,127.125,133.185,156.892,143.986,118.668,129.132,125.934,148.414,137.659,121.646,128.334,136.513,117.208,129.943,119.764,116.448,120.176,123.114,116.865,126.394,132.025,131.860,116.569,118.355,144.181,130.559,129.908,120.724,119.793,145.821,139.970,156.076,115.546,121.974,118.762,130.795,147.212,143.196,119.485,129.252,126.105,116.861,120.381,123.177,131.343,156.219,116.989,118.517,130.550,117.596,130.361,121.738,120.461,126.536,115.314,133.267,143.766,118.414,136.060,128.301,117.556,145.692,138.278,125.546,116.961,124.587,123.854,116.455,121.248,120.341,124.694,121.777,117.449,132.640,128.343,121.201,127.830,122.201,128.410,127.817,119.929,122.106,116.053,119.389,114.015,128.573,122.796,133.627,117.331,121.289,120.308,141.767,117.566,115.575,113.618,121.181,124.445,115.464,115.939,117.464,128.052,129.124,141.608,129.924,128.225,138.436,149.954,137.713,128.868,121.728,121.734,118.066,145.887,125.657,119.617,115.838,136.190,120.264,122.519,133.158,137.934,121.524,145.742,126.148,126.017,130.620,122.163,120.163,123.752,154.611,120.167,124.523,138.562,113.276,133.264,120.734,118.842,130.197,125.029,118.755,124.621,121.554,123.743,119.050,131.333,140.141,124.570,124.715,128.665,124.747,126.301,118.705,119.641,124.016,117.433,124.109,123.998,123.545,124.393,118.915,121.760,117.451,132.740
-9.00000,125.597,121.985,118.237,137.273,122.063,126.124,132.386,119.023,150.947,135.656,127.542,131.926,134.109,122.863,123.051,131.616,118.672,126.942,149.792,128.160,161.713,123.714,126.383,132.299,121.977,130.617,151.454,117.178,139.883,112.764,129.578,115.540,116.610,123.950,134.645,115.671,137.931,127.064,133.119,156.808,143.918,118.609,129.065,125.876,148.348,137.602,121.586,128.274,136.467,117.146,129.873,119.702,116.386,120.114,123.052,116.803,126.331,131.961,131.799,116.507,118.295,144.109,130.498,129.843,120.664,119.730,145.714,139.925,155.902,115.484,121.911,118.698,130.738,147.189,143.139,119.425,129.192,126.040,116.798,120.319,123.112,131.275,156.292,116.927,118.455,130.485,117.533,130.302,121.677,120.399,126.476,115.252,133.211,143.713,118.352,136.008,128.234,117.497,145.639,138.210,125.480,116.898,124.525,123.790,116.396,121.184,120.278,124.633,121.717,117.385,132.577,128.282,121.143,127.767,122.139,128.347,127.758,119.866,122.042,115.993,119.327,113.953,128.510,122.734,133.560,117.270,121.228,120.245,141.709,117.504,115.515,113.559,121.119,124.383,115.402,115.879,117.403,127.994,129.066,141.526,129.866,128.163,138.373,149.856,137.651,128.803,121.664,121.670,118.003,145.824,125.595,119.555,115.774,136.130,120.202,122.460,133.098,137.889,121.462,145.642,126.088,125.955,130.559,122.100,120.100,123.691,154.651,120.103,124.465,138.509,113.212,133.203,120.674,118.779,130.131,124.965,118.693,124.555,121.492,123.679,118.987,131.265,140.071,124.508,124.652,128.603,124.685,126.240,118.641,119.580,123.953,117.373,124.048,123.938,123.485,124.331,118.851,121.702,117.388,132.681
