Rptat2 ,input noise; V / sqrt(Hz) (V / sqrt(Hz)),input noise; V / sqrt(Hz) (V / sqrt(Hz)),input noise; V / sqrt(Hz) (V / sqrt(Hz)),input noise; V / sqrt(Hz) (V / sqrt(Hz))
22.9087,68.7343E-9,19.3743E-9,5.46886E-9,1.57093E-9
22.3872,69.7188E-9,19.6518E-9,5.54689E-9,1.59239E-9
21.8776,70.6748E-9,19.9212E-9,5.62268E-9,1.61325E-9
21.3796,71.6021E-9,20.1825E-9,5.69619E-9,1.63350E-9
20.8930,72.5006E-9,20.4357E-9,5.76742E-9,1.65314E-9
20.4174,73.3705E-9,20.6808E-9,5.83639E-9,1.67217E-9
19.9526,74.2119E-9,20.9179E-9,5.90311E-9,1.69060E-9
19.4984,75.0256E-9,21.1472E-9,5.96763E-9,1.70842E-9
19.0546,75.8119E-9,21.3688E-9,6.02999E-9,1.72566E-9
18.6209,76.5718E-9,21.5829E-9,6.09024E-9,1.74233E-9
18.1970,77.3059E-9,21.7898E-9,6.14847E-9,1.75844E-9
17.7828,78.0152E-9,21.9897E-9,6.20472E-9,1.77401E-9
17.3780,78.7007E-9,22.1829E-9,6.25909E-9,1.78907E-9
16.9824,79.3633E-9,22.3696E-9,6.31165E-9,1.80364E-9
16.5959,80.0041E-9,22.5502E-9,6.36248E-9,1.81773E-9
16.2181,80.6242E-9,22.7249E-9,6.41166E-9,1.83137E-9
15.8489,81.2246E-9,22.8941E-9,6.45928E-9,1.84458E-9
15.4882,81.8063E-9,23.0581E-9,6.50543E-9,1.85739E-9
15.1356,82.3705E-9,23.2171E-9,6.55019E-9,1.86981E-9
14.7911,82.9182E-9,23.3714E-9,6.59364E-9,1.88188E-9
14.4544,83.4505E-9,23.5214E-9,6.63586E-9,1.89361E-9
14.1254,83.9683E-9,23.6673E-9,6.67694E-9,1.90502E-9
13.8038,84.4726E-9,23.8095E-9,6.71696E-9,1.91615E-9
13.4896,84.9645E-9,23.9481E-9,6.75598E-9,1.92699E-9
13.1826,85.4448E-9,24.0834E-9,6.79409E-9,1.93759E-9
12.8825,85.9146E-9,24.2158E-9,6.83136E-9,1.94796E-9
12.5893,86.3747E-9,24.3455E-9,6.86787E-9,1.95812E-9
12.3027,86.8260E-9,24.4727E-9,6.90368E-9,1.96808E-9
12.0226,87.2694E-9,24.5976E-9,6.93886E-9,1.97788E-9
11.7490,87.7057E-9,24.7206E-9,6.97348E-9,1.98752E-9
11.4815,88.1358E-9,24.8418E-9,7.00761E-9,1.99702E-9
11.2202,88.5604E-9,24.9615E-9,7.04130E-9,2.00640E-9
10.9648,88.9804E-9,25.0798E-9,7.07463E-9,2.01569E-9
10.7152,89.3965E-9,25.1971E-9,7.10765E-9,2.02489E-9
10.4713,89.8095E-9,25.3135E-9,7.14043E-9,2.03402E-9
10.2329,90.2202E-9,25.4292E-9,7.17301E-9,2.04311E-9
10.0000,90.6292E-9,25.5445E-9,7.20547E-9,2.05215E-9
9.77237,91.0372E-9,25.6595E-9,7.23786E-9,2.06118E-9
9.54993,91.4451E-9,25.7744E-9,7.27022E-9,2.07021E-9
9.33254,91.8532E-9,25.8894E-9,7.30261E-9,2.07924E-9
9.12011,92.2610E-9,26.0043E-9,7.33497E-9,2.08827E-9
8.91251,92.6590E-9,26.1165E-9,7.36656E-9,2.09709E-9
8.70964,93.0080E-9,26.2149E-9,7.39426E-9,2.10482E-9
8.51138,93.2785E-9,26.2911E-9,7.41573E-9,2.11082E-9
8.31764,93.4923E-9,26.3514E-9,7.43270E-9,2.11556E-9
8.12831,93.6707E-9,26.4016E-9,7.44686E-9,2.11952E-9
7.94328,93.8223E-9,26.4444E-9,7.45890E-9,2.12290E-9
7.76247,93.9503E-9,26.4804E-9,7.46906E-9,2.12575E-9
7.58578,94.0564E-9,26.5103E-9,7.47749E-9,2.12812E-9
7.41310,94.1433E-9,26.5348E-9,7.48439E-9,2.13006E-9
7.24436,94.2136E-9,26.5546E-9,7.48997E-9,2.13164E-9
7.07946,94.2698E-9,26.5705E-9,7.49445E-9,2.13290E-9
6.91831,94.3142E-9,26.5830E-9,7.49797E-9,2.13391E-9
6.76083,94.3484E-9,26.5926E-9,7.50069E-9,2.13469E-9
6.60693,94.3737E-9,26.5998E-9,7.50271E-9,2.13528E-9
6.45654,94.3913E-9,26.6047E-9,7.50411E-9,2.13569E-9
6.30957,94.4020E-9,26.6078E-9,7.50497E-9,2.13596E-9
6.16595,94.4067E-9,26.6091E-9,7.50535E-9,2.13609E-9
6.02560,94.4060E-9,26.6089E-9,7.50530E-9,2.13610E-9
5.88844,94.4003E-9,26.6073E-9,7.50486E-9,2.13601E-9
5.75440,94.3901E-9,26.6044E-9,7.50406E-9,2.13581E-9
5.62341,94.3759E-9,26.6004E-9,7.50294E-9,2.13553E-9
5.49541,94.3579E-9,26.5953E-9,7.50152E-9,2.13517E-9
5.37032,94.3364E-9,26.5893E-9,7.49983E-9,2.13473E-9
5.24807,94.3118E-9,26.5824E-9,7.49788E-9,2.13422E-9
5.12861,94.2842E-9,26.5746E-9,7.49570E-9,2.13364E-9
5.01187,94.2538E-9,26.5660E-9,7.49331E-9,2.13301E-9
4.89779,94.2209E-9,26.5568E-9,7.49070E-9,2.13232E-9
4.78630,94.1856E-9,26.5468E-9,7.48791E-9,2.13158E-9
4.67735,94.1480E-9,26.5362E-9,7.48494E-9,2.13079E-9
4.57088,94.1082E-9,26.5250E-9,7.48180E-9,2.12995E-9
4.46684,94.0665E-9,26.5132E-9,7.47849E-9,2.12907E-9
4.36516,94.0228E-9,26.5009E-9,7.47504E-9,2.12815E-9
4.26580,93.9773E-9,26.4881E-9,7.47145E-9,2.12719E-9
4.16869,93.9301E-9,26.4748E-9,7.46772E-9,2.12620E-9
4.07380,93.8824E-9,26.4614E-9,7.46394E-9,2.12519E-9
3.98107,93.8319E-9,26.4472E-9,7.45995E-9,2.12413E-9
3.89045,93.7801E-9,26.4325E-9,7.45585E-9,2.12303E-9
3.80189,93.7268E-9,26.4175E-9,7.45164E-9,2.12191E-9
3.71535,93.6722E-9,26.4021E-9,7.44732E-9,2.12076E-9
3.63078,93.6162E-9,26.3864E-9,7.44290E-9,2.11958E-9
3.54813,93.5591E-9,26.3703E-9,7.43838E-9,2.11838E-9
3.46737,93.5008E-9,26.3539E-9,7.43377E-9,2.11715E-9
3.38844,93.4413E-9,26.3371E-9,7.42907E-9,2.11590E-9
3.31131,93.3808E-9,26.3201E-9,7.42429E-9,2.11462E-9
3.23594,93.3193E-9,26.3027E-9,7.41942E-9,2.11333E-9
3.16228,93.2567E-9,26.2851E-9,7.41448E-9,2.11202E-9
3.09030,93.1933E-9,26.2672E-9,7.40947E-9,2.11069E-9
3.01995,93.1292E-9,26.2492E-9,7.40440E-9,2.10934E-9
2.95121,93.0645E-9,26.2309E-9,7.39929E-9,2.10799E-9
2.88403,92.9999E-9,26.2127E-9,7.39418E-9,2.10664E-9
2.81838,92.9368E-9,26.1950E-9,7.38920E-9,2.10533E-9
2.75423,92.8803E-9,26.1791E-9,7.38474E-9,2.10416E-9
2.69153,92.8304E-9,26.1650E-9,7.38080E-9,2.10314E-9
2.63027,92.7892E-9,26.1534E-9,7.37756E-9,2.10232E-9
2.57040,92.7559E-9,26.1440E-9,7.37494E-9,2.10167E-9
2.51189,92.7288E-9,26.1364E-9,7.37282E-9,2.10116E-9
2.45471,92.7065E-9,26.1301E-9,7.37108E-9,2.10076E-9
2.39883,92.6868E-9,26.1246E-9,7.36954E-9,2.10043E-9
2.34423,92.6720E-9,26.1204E-9,7.36839E-9,2.10020E-9
2.29087,92.6594E-9,26.1168E-9,7.36742E-9,2.10002E-9
2.23872,92.6490E-9,26.1139E-9,7.36663E-9,2.09990E-9
2.18776,92.6407E-9,26.1116E-9,7.36600E-9,2.09982E-9
2.13796,92.6344E-9,26.1098E-9,7.36553E-9,2.09979E-9
2.08930,92.6299E-9,26.1086E-9,7.36521E-9,2.09981E-9
2.04174,92.6272E-9,26.1078E-9,7.36503E-9,2.09986E-9
1.99526,92.6264E-9,26.1076E-9,7.36499E-9,2.09996E-9
1.94984,92.6273E-9,26.1079E-9,7.36510E-9,2.10011E-9
1.90546,92.6300E-9,26.1086E-9,7.36535E-9,2.10030E-9
1.86209,92.6346E-9,26.1099E-9,7.36575E-9,2.10053E-9
1.81970,92.6410E-9,26.1118E-9,7.36630E-9,2.10081E-9
1.77828,92.6494E-9,26.1141E-9,7.36701E-9,2.10113E-9
1.73780,92.6598E-9,26.1171E-9,7.36787E-9,2.10151E-9
1.69824,92.6722E-9,26.1206E-9,7.36890E-9,2.10193E-9
1.65959,92.6868E-9,26.1247E-9,7.37010E-9,2.10240E-9
1.62181,92.7035E-9,26.1294E-9,7.37147E-9,2.10293E-9
1.58489,92.7226E-9,26.1348E-9,7.37303E-9,2.10351E-9
1.54882,92.7440E-9,26.1409E-9,7.37477E-9,2.10415E-9
1.51356,92.7679E-9,26.1476E-9,7.37672E-9,2.10485E-9
1.47911,92.7943E-9,26.1551E-9,7.37886E-9,2.10561E-9
1.44544,92.8234E-9,26.1633E-9,7.38122E-9,2.10644E-9
1.41254,92.8552E-9,26.1723E-9,7.38381E-9,2.10733E-9
1.38038,92.8900E-9,26.1821E-9,7.38662E-9,2.10829E-9
1.34896,92.9278E-9,26.1927E-9,7.38967E-9,2.10932E-9
1.31826,92.9687E-9,26.2043E-9,7.39297E-9,2.11043E-9
1.28825,93.0128E-9,26.2167E-9,7.39654E-9,2.11162E-9
1.25893,93.0603E-9,26.2301E-9,7.40037E-9,2.11289E-9
1.23027,93.1114E-9,26.2446E-9,7.40449E-9,2.11424E-9
1.20226,93.1662E-9,26.2600E-9,7.40890E-9,2.11568E-9
1.17490,93.2248E-9,26.2765E-9,7.41362E-9,2.11722E-9
1.14815,93.2874E-9,26.2942E-9,7.41865E-9,2.11884E-9
1.12202,93.3541E-9,26.3130E-9,7.42402E-9,2.12057E-9
1.09648,93.4252E-9,26.3331E-9,7.42974E-9,2.12241E-9
1.07152,93.5008E-9,26.3544E-9,7.43581E-9,2.12435E-9
1.04713,93.5811E-9,26.3770E-9,7.44226E-9,2.12640E-9
1.02329,93.6662E-9,26.4011E-9,7.44910E-9,2.12857E-9
1.00000,93.7565E-9,26.4265E-9,7.45635E-9,2.13086E-9
