Vbe ,/I4/C T -196  (A),/I4/C T -40  (A),/I4/B T -196  (A),/I4/B T -40  (A),(IS("/I4/C") / IS("/I4/B")) T -196 ,(IS("/I4/C") / IS("/I4/B")) T -40 
499.000E-3,499.000E-15,515.726E-12,998.000E-15,2.96916E-12,500.000E-3,173.694
500.400E-3,500.400E-15,552.170E-12,1.00080E-12,3.05011E-12,500.000E-3,181.033
501.800E-3,501.800E-15,591.192E-12,1.00360E-12,3.13442E-12,500.000E-3,188.613
503.200E-3,503.200E-15,632.973E-12,1.00640E-12,3.22225E-12,500.000E-3,196.439
504.600E-3,504.600E-15,677.710E-12,1.00920E-12,3.31376E-12,500.000E-3,204.514
506.000E-3,506.000E-15,725.611E-12,1.01200E-12,3.40914E-12,500.000E-3,212.843
507.400E-3,507.400E-15,776.899E-12,1.01480E-12,3.50858E-12,500.000E-3,221.428
508.800E-3,508.800E-15,831.815E-12,1.01760E-12,3.61227E-12,500.000E-3,230.275
510.200E-3,510.200E-15,890.616E-12,1.02040E-12,3.72042E-12,500.000E-3,239.386
511.600E-3,511.600E-15,953.575E-12,1.02320E-12,3.83326E-12,500.000E-3,248.763
513.000E-3,513.000E-15,1.02099E-9,1.02600E-12,3.95102E-12,500.000E-3,258.411
514.400E-3,514.400E-15,1.09317E-9,1.02880E-12,4.07394E-12,500.000E-3,268.332
515.800E-3,515.800E-15,1.17045E-9,1.03160E-12,4.20229E-12,500.000E-3,278.527
517.200E-3,517.200E-15,1.25320E-9,1.03440E-12,4.33633E-12,500.000E-3,289.001
518.600E-3,518.600E-15,1.34181E-9,1.03720E-12,4.47637E-12,500.000E-3,299.753
520.000E-3,520.000E-15,1.43668E-9,1.04000E-12,4.62271E-12,500.000E-3,310.787
521.400E-3,521.400E-15,1.53826E-9,1.04280E-12,4.77567E-12,500.000E-3,322.103
522.800E-3,522.800E-15,1.64703E-9,1.04560E-12,4.93560E-12,500.000E-3,333.703
524.200E-3,524.200E-15,1.76349E-9,1.04840E-12,5.10287E-12,500.000E-3,345.587
525.600E-3,525.600E-15,1.88818E-9,1.05120E-12,5.27785E-12,500.000E-3,357.756
527.000E-3,527.000E-15,2.02170E-9,1.05400E-12,5.46095E-12,500.000E-3,370.209
528.400E-3,528.400E-15,2.16465E-9,1.05680E-12,5.65261E-12,500.000E-3,382.948
529.800E-3,529.800E-15,2.31772E-9,1.05960E-12,5.85329E-12,500.000E-3,395.970
531.200E-3,531.200E-15,2.48162E-9,1.06240E-12,6.06346E-12,500.000E-3,409.275
532.600E-3,532.600E-15,2.65711E-9,1.06520E-12,6.28364E-12,500.000E-3,422.861
534.000E-3,534.000E-15,2.84501E-9,1.06800E-12,6.51438E-12,500.000E-3,436.727
535.400E-3,535.400E-15,3.04620E-9,1.07080E-12,6.75625E-12,500.000E-3,450.871
536.800E-3,536.800E-15,3.26162E-9,1.07360E-12,7.00986E-12,500.000E-3,465.290
538.200E-3,538.200E-15,3.49227E-9,1.07640E-12,7.27586E-12,500.000E-3,479.980
539.600E-3,539.600E-15,3.73924E-9,1.07920E-12,7.55494E-12,500.000E-3,494.940
541.000E-3,541.000E-15,4.00368E-9,1.08200E-12,7.84784E-12,500.000E-3,510.163
542.400E-3,542.400E-15,4.28682E-9,1.08480E-12,8.15531E-12,500.000E-3,525.647
543.800E-3,543.800E-15,4.58998E-9,1.08760E-12,8.47819E-12,500.000E-3,541.387
545.200E-3,545.200E-15,4.91459E-9,1.09040E-12,8.81735E-12,500.000E-3,557.377
546.600E-3,546.600E-15,5.26216E-9,1.09320E-12,9.17372E-12,500.000E-3,573.612
548.000E-3,548.000E-15,5.63431E-9,1.09600E-12,9.54829E-12,500.000E-3,590.086
549.400E-3,549.400E-15,6.03278E-9,1.09880E-12,9.94209E-12,500.000E-3,606.792
550.800E-3,550.800E-15,6.45943E-9,1.10160E-12,10.3562E-12,500.000E-3,623.723
552.200E-3,552.200E-15,6.91626E-9,1.10440E-12,10.7919E-12,500.000E-3,640.873
553.600E-3,553.600E-15,7.40540E-9,1.10720E-12,11.2504E-12,500.000E-3,658.233
555.000E-3,555.000E-15,7.92913E-9,1.11000E-12,11.7330E-12,500.000E-3,675.795
556.400E-3,556.400E-15,8.48991E-9,1.11280E-12,12.2412E-12,500.000E-3,693.551
557.800E-3,557.800E-15,9.09035E-9,1.11560E-12,12.7764E-12,500.000E-3,711.493
559.200E-3,559.200E-15,9.73325E-9,1.11840E-12,13.3404E-12,500.000E-3,729.610
560.600E-3,560.600E-15,10.4216E-9,1.12120E-12,13.9346E-12,500.000E-3,747.893
562.000E-3,562.000E-15,11.1587E-9,1.12400E-12,14.5612E-12,500.000E-3,766.333
563.400E-3,563.400E-15,11.9479E-9,1.12680E-12,15.2218E-12,500.000E-3,784.918
564.800E-3,564.800E-15,12.7929E-9,1.12960E-12,15.9187E-12,500.000E-3,803.639
566.200E-3,566.200E-15,13.6977E-9,1.13240E-12,16.6540E-12,500.000E-3,822.485
567.600E-3,567.600E-15,14.6664E-9,1.13520E-12,17.4301E-12,500.000E-3,841.445
569.000E-3,569.000E-15,15.7037E-9,1.13800E-12,18.2494E-12,500.000E-3,860.507
570.400E-3,570.400E-15,16.8144E-9,1.14080E-12,19.1146E-12,500.000E-3,879.659
571.800E-3,571.800E-15,18.0036E-9,1.14360E-12,20.0286E-12,500.000E-3,898.892
573.200E-3,573.200E-15,19.2769E-9,1.14640E-12,20.9944E-12,500.000E-3,918.191
574.600E-3,574.600E-15,20.6402E-9,1.14920E-12,22.0152E-12,500.000E-3,937.546
576.000E-3,576.000E-15,22.1000E-9,1.15200E-12,23.0943E-12,500.000E-3,956.945
577.400E-3,577.400E-15,23.6631E-9,1.15480E-12,24.2356E-12,500.000E-3,976.375
578.800E-3,578.800E-15,25.3366E-9,1.15760E-12,25.4429E-12,500.000E-3,995.825
580.200E-3,580.200E-15,27.1286E-9,1.16040E-12,26.7203E-12,500.000E-3,1.01528E3
581.600E-3,581.600E-15,29.0472E-9,1.16320E-12,28.0722E-12,500.000E-3,1.03473E3
583.000E-3,583.000E-15,31.1016E-9,1.16600E-12,29.5035E-12,500.000E-3,1.05417E3
584.400E-3,584.400E-15,33.3013E-9,1.16880E-12,31.0192E-12,500.000E-3,1.07357E3
585.800E-3,585.800E-15,35.6565E-9,1.17160E-12,32.6246E-12,500.000E-3,1.09294E3
587.200E-3,587.200E-15,38.1784E-9,1.17440E-12,34.3255E-12,500.000E-3,1.11225E3
588.600E-3,588.600E-15,40.8785E-9,1.17720E-12,36.1280E-12,500.000E-3,1.13149E3
590.000E-3,590.000E-15,43.7697E-9,1.18000E-12,38.0387E-12,500.000E-3,1.15066E3
591.400E-3,591.400E-15,46.8653E-9,1.18280E-12,40.0646E-12,500.000E-3,1.16975E3
592.800E-3,592.800E-15,50.1799E-9,1.18560E-12,42.2131E-12,500.000E-3,1.18873E3
594.200E-3,594.200E-15,53.7289E-9,1.18840E-12,44.4922E-12,500.000E-3,1.20760E3
595.600E-3,595.600E-15,57.5288E-9,1.19120E-12,46.9103E-12,500.000E-3,1.22636E3
597.000E-3,597.000E-15,61.5976E-9,1.19400E-12,49.4767E-12,500.000E-3,1.24498E3
598.400E-3,598.400E-15,65.9541E-9,1.19680E-12,52.2010E-12,500.000E-3,1.26346E3
599.800E-3,599.800E-15,70.6187E-9,1.19960E-12,55.0934E-12,500.000E-3,1.28180E3
601.200E-3,601.200E-15,75.6132E-9,1.20240E-12,58.1652E-12,500.000E-3,1.29997E3
602.600E-3,602.600E-15,80.9609E-9,1.20520E-12,61.4281E-12,500.000E-3,1.31798E3
604.000E-3,604.000E-15,86.6869E-9,1.20800E-12,64.8948E-12,500.000E-3,1.33581E3
605.400E-3,605.400E-15,92.8178E-9,1.21080E-12,68.5786E-12,500.000E-3,1.35345E3
606.800E-3,606.800E-15,99.3823E-9,1.21360E-12,72.4942E-12,500.000E-3,1.37090E3
608.200E-3,608.200E-15,106.411E-9,1.21640E-12,76.6567E-12,500.000E-3,1.38815E3
609.600E-3,609.600E-15,113.937E-9,1.21920E-12,81.0828E-12,500.000E-3,1.40519E3
611.000E-3,611.000E-15,121.995E-9,1.22200E-12,85.7899E-12,500.000E-3,1.42202E3
612.400E-3,612.400E-15,130.623E-9,1.22480E-12,90.7969E-12,500.000E-3,1.43863E3
613.800E-3,613.800E-15,139.861E-9,1.22760E-12,96.1239E-12,500.000E-3,1.45501E3
615.200E-3,615.200E-15,149.753E-9,1.23040E-12,101.792E-12,500.000E-3,1.47116E3
616.600E-3,616.600E-15,160.344E-9,1.23320E-12,107.825E-12,500.000E-3,1.48707E3
618.000E-3,618.000E-15,171.684E-9,1.23600E-12,114.247E-12,500.000E-3,1.50275E3
619.400E-3,619.400E-15,183.826E-9,1.23880E-12,121.084E-12,500.000E-3,1.51817E3
620.800E-3,620.800E-15,196.827E-9,1.24160E-12,128.364E-12,500.000E-3,1.53335E3
622.200E-3,622.200E-15,210.748E-9,1.24440E-12,136.118E-12,500.000E-3,1.54828E3
623.600E-3,623.600E-15,225.652E-9,1.24720E-12,144.376E-12,500.000E-3,1.56295E3
625.000E-3,625.000E-15,241.611E-9,1.25000E-12,153.175E-12,500.000E-3,1.57736E3
626.400E-3,626.400E-15,258.699E-9,1.25280E-12,162.549E-12,500.000E-3,1.59151E3
627.800E-3,627.800E-15,276.995E-9,1.25560E-12,172.539E-12,500.000E-3,1.60540E3
629.200E-3,629.200E-15,296.585E-9,1.25840E-12,183.187E-12,500.000E-3,1.61903E3
630.600E-3,630.600E-15,317.560E-9,1.26120E-12,194.537E-12,500.000E-3,1.63239E3
632.000E-3,632.000E-15,340.019E-9,1.26400E-12,206.637E-12,500.000E-3,1.64549E3
633.400E-3,633.400E-15,364.066E-9,1.26680E-12,219.538E-12,500.000E-3,1.65833E3
634.800E-3,634.800E-15,389.814E-9,1.26960E-12,233.297E-12,500.000E-3,1.67089E3
636.200E-3,636.200E-15,417.383E-9,1.27240E-12,247.970E-12,500.000E-3,1.68320E3
637.600E-3,637.600E-15,446.901E-9,1.27520E-12,263.622E-12,500.000E-3,1.69523E3
639.000E-3,639.000E-15,478.507E-9,1.27800E-12,280.319E-12,500.000E-3,1.70701E3
640.400E-3,640.400E-15,512.348E-9,1.28080E-12,298.133E-12,500.000E-3,1.71852E3
641.800E-3,641.800E-15,548.582E-9,1.28360E-12,317.142E-12,500.000E-3,1.72977E3
643.200E-3,643.200E-15,587.379E-9,1.28640E-12,337.427E-12,500.000E-3,1.74076E3
644.600E-3,644.600E-15,628.920E-9,1.28920E-12,359.076E-12,500.000E-3,1.75149E3
646.000E-3,646.000E-15,673.398E-9,1.29200E-12,382.185E-12,500.000E-3,1.76197E3
647.400E-3,647.400E-15,721.022E-9,1.29480E-12,406.853E-12,500.000E-3,1.77219E3
648.800E-3,648.800E-15,772.013E-9,1.29760E-12,433.189E-12,500.000E-3,1.78216E3
650.200E-3,650.200E-15,826.611E-9,1.30040E-12,461.308E-12,500.000E-3,1.79188E3
651.600E-3,651.600E-15,885.070E-9,1.30320E-12,491.334E-12,500.000E-3,1.80136E3
653.000E-3,653.000E-15,947.663E-9,1.30600E-12,523.399E-12,500.000E-3,1.81059E3
654.400E-3,654.400E-15,1.01468E-6,1.30880E-12,557.644E-12,500.000E-3,1.81959E3
655.800E-3,655.800E-15,1.08644E-6,1.31160E-12,594.222E-12,500.000E-3,1.82834E3
657.200E-3,657.200E-15,1.16328E-6,1.31440E-12,633.294E-12,500.000E-3,1.83687E3
658.600E-3,658.600E-15,1.24554E-6,1.31720E-12,675.033E-12,500.000E-3,1.84516E3
660.000E-3,660.000E-15,1.33363E-6,1.32000E-12,719.626E-12,500.000E-3,1.85322E3
661.400E-3,661.400E-15,1.42794E-6,1.32280E-12,767.271E-12,500.000E-3,1.86107E3
662.800E-3,662.800E-15,1.52893E-6,1.32560E-12,818.181E-12,500.000E-3,1.86869E3
664.200E-3,664.200E-15,1.63705E-6,1.32840E-12,872.584E-12,500.000E-3,1.87610E3
665.600E-3,665.600E-15,1.75282E-6,1.33120E-12,930.723E-12,500.000E-3,1.88329E3
667.000E-3,667.000E-15,1.87678E-6,1.33400E-12,992.860E-12,500.000E-3,1.89028E3
668.400E-3,668.400E-15,2.00951E-6,1.33680E-12,1.05927E-9,500.000E-3,1.89706E3
669.800E-3,669.800E-15,2.15162E-6,1.33960E-12,1.13026E-9,500.000E-3,1.90364E3
671.200E-3,671.200E-15,2.30378E-6,1.34240E-12,1.20615E-9,500.000E-3,1.91003E3
672.600E-3,672.600E-15,2.46670E-6,1.34520E-12,1.28727E-9,500.000E-3,1.91622E3
674.000E-3,674.000E-15,2.64114E-6,1.34800E-12,1.37400E-9,500.000E-3,1.92222E3
675.400E-3,675.400E-15,2.82791E-6,1.35080E-12,1.46673E-9,500.000E-3,1.92804E3
676.800E-3,676.800E-15,3.02790E-6,1.35360E-12,1.56587E-9,500.000E-3,1.93368E3
678.200E-3,678.200E-15,3.24202E-6,1.35640E-12,1.67189E-9,500.000E-3,1.93914E3
679.600E-3,679.600E-15,3.47129E-6,1.35920E-12,1.78525E-9,500.000E-3,1.94443E3
681.000E-3,681.000E-15,3.71677E-6,1.36200E-12,1.90648E-9,500.000E-3,1.94955E3
682.400E-3,682.400E-15,3.97961E-6,1.36480E-12,2.03613E-9,500.000E-3,1.95450E3
683.800E-3,683.800E-15,4.26104E-6,1.36760E-12,2.17479E-9,500.000E-3,1.95929E3
685.200E-3,685.200E-15,4.56236E-6,1.37040E-12,2.32309E-9,500.000E-3,1.96392E3
686.600E-3,686.600E-15,4.88500E-6,1.37320E-12,2.48171E-9,500.000E-3,1.96840E3
688.000E-3,688.000E-15,5.23045E-6,1.37600E-12,2.65138E-9,500.000E-3,1.97273E3
689.400E-3,689.400E-15,5.60032E-6,1.37880E-12,2.83287E-9,500.000E-3,1.97691E3
690.800E-3,690.800E-15,5.99635E-6,1.38160E-12,3.02701E-9,500.000E-3,1.98095E3
692.200E-3,692.200E-15,6.42038E-6,1.38440E-12,3.23470E-9,500.000E-3,1.98485E3
693.600E-3,693.600E-15,6.87440E-6,1.38720E-12,3.45689E-9,500.000E-3,1.98861E3
695.000E-3,695.000E-15,7.36052E-6,1.39000E-12,3.69460E-9,500.000E-3,1.99224E3
696.400E-3,696.400E-15,7.88101E-6,1.39280E-12,3.94892E-9,500.000E-3,1.99574E3
697.800E-3,697.800E-15,8.43831E-6,1.39560E-12,4.22103E-9,500.000E-3,1.99911E3
699.200E-3,699.200E-15,9.03501E-6,1.39840E-12,4.51218E-9,500.000E-3,2.00236E3
700.600E-3,700.600E-15,9.67391E-6,1.40120E-12,4.82370E-9,500.000E-3,2.00549E3
702.000E-3,702.000E-15,10.3580E-6,1.40400E-12,5.15704E-9,500.000E-3,2.00851E3
703.400E-3,703.400E-15,11.0904E-6,1.40680E-12,5.51374E-9,500.000E-3,2.01141E3
704.800E-3,704.800E-15,11.8746E-6,1.40960E-12,5.89544E-9,500.000E-3,2.01421E3
706.200E-3,706.200E-15,12.7143E-6,1.41240E-12,6.30391E-9,500.000E-3,2.01689E3
707.600E-3,707.600E-15,13.6133E-6,1.41520E-12,6.74104E-9,500.000E-3,2.01947E3
709.000E-3,709.000E-15,14.5759E-6,1.41800E-12,7.20885E-9,500.000E-3,2.02195E3
710.400E-3,710.400E-15,15.6066E-6,1.42080E-12,7.70950E-9,500.000E-3,2.02433E3
711.800E-3,711.800E-15,16.7101E-6,1.42360E-12,8.24532E-9,500.000E-3,2.02662E3
713.200E-3,713.200E-15,17.8917E-6,1.42640E-12,8.81880E-9,500.000E-3,2.02881E3
714.600E-3,714.600E-15,19.1568E-6,1.42920E-12,9.43258E-9,500.000E-3,2.03092E3
716.000E-3,716.000E-15,20.5113E-6,1.43200E-12,10.0895E-9,500.000E-3,2.03293E3
717.400E-3,717.400E-15,21.9616E-6,1.43480E-12,10.7927E-9,500.000E-3,2.03486E3
718.800E-3,718.800E-15,23.5144E-6,1.43760E-12,11.5453E-9,500.000E-3,2.03671E3
720.200E-3,720.200E-15,25.1770E-6,1.44040E-12,12.3509E-9,500.000E-3,2.03847E3
721.600E-3,721.600E-15,26.9571E-6,1.44320E-12,13.2132E-9,500.000E-3,2.04016E3
723.000E-3,723.000E-15,28.8631E-6,1.44600E-12,14.1363E-9,500.000E-3,2.04177E3
724.400E-3,724.400E-15,30.9038E-6,1.44880E-12,15.1244E-9,500.000E-3,2.04331E3
725.800E-3,725.800E-15,33.0887E-6,1.45160E-12,16.1821E-9,500.000E-3,2.04477E3
727.200E-3,727.200E-15,35.4281E-6,1.45440E-12,17.3144E-9,500.000E-3,2.04617E3
728.600E-3,728.600E-15,37.9329E-6,1.45720E-12,18.5265E-9,500.000E-3,2.04750E3
730.000E-3,730.000E-15,40.6147E-6,1.46000E-12,19.8240E-9,500.000E-3,2.04876E3
731.400E-3,731.400E-15,43.4860E-6,1.46280E-12,21.2131E-9,500.000E-3,2.04996E3
732.800E-3,732.801E-15,46.5603E-6,1.46560E-12,22.7002E-9,500.000E-3,2.05110E3
734.200E-3,734.201E-15,49.8519E-6,1.46840E-12,24.2922E-9,500.000E-3,2.05218E3
735.600E-3,735.601E-15,53.3761E-6,1.47120E-12,25.9966E-9,500.000E-3,2.05320E3
737.000E-3,737.001E-15,57.1494E-6,1.47400E-12,27.8213E-9,500.000E-3,2.05416E3
738.400E-3,738.401E-15,61.1893E-6,1.47680E-12,29.7748E-9,500.001E-3,2.05507E3
739.800E-3,739.801E-15,65.5146E-6,1.47960E-12,31.8663E-9,500.001E-3,2.05592E3
741.200E-3,741.202E-15,70.1456E-6,1.48240E-12,34.1055E-9,500.001E-3,2.05672E3
742.600E-3,742.602E-15,75.1039E-6,1.48520E-12,36.5029E-9,500.001E-3,2.05748E3
744.000E-3,744.003E-15,80.4124E-6,1.48800E-12,39.0697E-9,500.001E-3,2.05818E3
745.400E-3,745.403E-15,86.0960E-6,1.49080E-12,41.8178E-9,500.002E-3,2.05883E3
746.800E-3,746.804E-15,92.1811E-6,1.49360E-12,44.7602E-9,500.002E-3,2.05944E3
748.200E-3,748.205E-15,98.6960E-6,1.49640E-12,47.9105E-9,500.003E-3,2.06001E3
749.600E-3,749.606E-15,105.671E-6,1.49920E-12,51.2835E-9,500.004E-3,2.06053E3
751.000E-3,751.007E-15,113.139E-6,1.50200E-12,54.8950E-9,500.004E-3,2.06101E3
752.400E-3,752.409E-15,121.134E-6,1.50480E-12,58.7618E-9,500.005E-3,2.06144E3
753.800E-3,753.811E-15,129.694E-6,1.50760E-12,62.9020E-9,500.007E-3,2.06184E3
755.200E-3,755.214E-15,138.858E-6,1.51040E-12,67.3350E-9,500.008E-3,2.06220E3
756.600E-3,756.617E-15,148.669E-6,1.51320E-12,72.0815E-9,500.010E-3,2.06252E3
758.000E-3,758.021E-15,159.173E-6,1.51600E-12,77.1637E-9,500.013E-3,2.06280E3
759.400E-3,759.425E-15,170.419E-6,1.51880E-12,82.6053E-9,500.016E-3,2.06305E3
760.800E-3,760.831E-15,182.458E-6,1.52160E-12,88.4319E-9,500.019E-3,2.06326E3
762.200E-3,762.238E-15,195.347E-6,1.52440E-12,94.6706E-9,500.024E-3,2.06343E3
763.600E-3,763.647E-15,209.145E-6,1.52720E-12,101.351E-9,500.029E-3,2.06358E3
765.000E-3,765.057E-15,223.916E-6,1.53000E-12,108.503E-9,500.036E-3,2.06369E3
766.400E-3,766.470E-15,239.730E-6,1.53280E-12,116.162E-9,500.044E-3,2.06376E3
767.800E-3,767.887E-15,256.659E-6,1.53561E-12,124.362E-9,500.055E-3,2.06381E3
769.200E-3,769.306E-15,274.782E-6,1.53841E-12,133.142E-9,500.067E-3,2.06382E3
770.600E-3,770.730E-15,294.182E-6,1.54121E-12,142.544E-9,500.082E-3,2.06380E3
772.000E-3,772.160E-15,314.950E-6,1.54401E-12,152.610E-9,500.101E-3,2.06376E3
773.400E-3,773.597E-15,337.182E-6,1.54681E-12,163.389E-9,500.124E-3,2.06368E3
774.800E-3,775.041E-15,360.980E-6,1.54961E-12,174.929E-9,500.153E-3,2.06358E3
776.200E-3,776.496E-15,386.454E-6,1.55241E-12,187.286E-9,500.188E-3,2.06344E3
777.600E-3,777.964E-15,413.723E-6,1.55521E-12,200.517E-9,500.230E-3,2.06328E3
779.000E-3,779.446E-15,442.911E-6,1.55801E-12,214.683E-9,500.283E-3,2.06309E3
780.400E-3,780.948E-15,474.153E-6,1.56081E-12,229.851E-9,500.347E-3,2.06287E3
781.800E-3,782.473E-15,507.593E-6,1.56362E-12,246.091E-9,500.425E-3,2.06262E3
783.200E-3,784.026E-15,543.385E-6,1.56642E-12,263.479E-9,500.522E-3,2.06235E3
784.600E-3,785.614E-15,581.694E-6,1.56922E-12,282.095E-9,500.640E-3,2.06205E3
786.000E-3,787.245E-15,622.694E-6,1.57202E-12,302.027E-9,500.785E-3,2.06172E3
787.400E-3,788.928E-15,666.575E-6,1.57482E-12,323.367E-9,500.963E-3,2.06136E3
788.800E-3,790.676E-15,713.537E-6,1.57763E-12,346.214E-9,501.181E-3,2.06097E3
790.200E-3,792.503E-15,763.795E-6,1.58043E-12,370.674E-9,501.448E-3,2.06056E3
791.600E-3,794.428E-15,817.578E-6,1.58323E-12,396.860E-9,501.776E-3,2.06012E3
793.000E-3,796.471E-15,875.131E-6,1.58604E-12,424.894E-9,502.177E-3,2.05964E3
794.400E-3,798.661E-15,936.716E-6,1.58884E-12,454.906E-9,502.670E-3,2.05914E3
795.800E-3,801.032E-15,1.00261E-3,1.59164E-12,487.034E-9,503.273E-3,2.05861E3
797.200E-3,803.622E-15,1.07312E-3,1.59445E-12,521.426E-9,504.013E-3,2.05805E3
798.600E-3,806.484E-15,1.14856E-3,1.59725E-12,558.242E-9,504.919E-3,2.05746E3
800.000E-3,809.679E-15,1.22927E-3,1.60006E-12,597.650E-9,506.031E-3,2.05684E3
801.400E-3,813.283E-15,1.31561E-3,1.60287E-12,639.832E-9,507.393E-3,2.05618E3
802.800E-3,817.388E-15,1.40797E-3,1.60567E-12,684.981E-9,509.062E-3,2.05549E3
804.200E-3,822.108E-15,1.50677E-3,1.60848E-12,733.305E-9,511.108E-3,2.05477E3
805.600E-3,827.585E-15,1.61245E-3,1.61129E-12,785.025E-9,513.616E-3,2.05401E3
807.000E-3,833.989E-15,1.72547E-3,1.61410E-12,840.376E-9,516.689E-3,2.05321E3
808.400E-3,841.533E-15,1.84634E-3,1.61691E-12,899.611E-9,520.457E-3,2.05237E3
809.800E-3,850.476E-15,1.97559E-3,1.61973E-12,962.999E-9,525.074E-3,2.05150E3
811.200E-3,861.135E-15,2.11380E-3,1.62254E-12,1.03083E-6,530.733E-3,2.05058E3
812.600E-3,873.902E-15,2.26156E-3,1.62536E-12,1.10340E-6,537.668E-3,2.04962E3
814.000E-3,889.256E-15,2.41953E-3,1.62817E-12,1.18106E-6,546.168E-3,2.04862E3
815.400E-3,907.788E-15,2.58839E-3,1.63099E-12,1.26413E-6,556.586E-3,2.04756E3
816.800E-3,930.218E-15,2.76887E-3,1.63381E-12,1.35300E-6,569.354E-3,2.04646E3
818.200E-3,957.436E-15,2.96174E-3,1.63664E-12,1.44807E-6,585.002E-3,2.04531E3
819.600E-3,990.531E-15,3.16784E-3,1.63946E-12,1.54975E-6,604.180E-3,2.04410E3
821.000E-3,1.03084E-12,3.38804E-3,1.64229E-12,1.65850E-6,627.685E-3,2.04283E3
822.400E-3,1.08001E-12,3.62327E-3,1.64512E-12,1.77480E-6,656.490E-3,2.04151E3
823.800E-3,1.14005E-12,3.87452E-3,1.64796E-12,1.89916E-6,691.794E-3,2.04012E3
825.200E-3,1.21344E-12,4.14282E-3,1.65080E-12,2.03212E-6,735.061E-3,2.03867E3
826.600E-3,1.30322E-12,4.42930E-3,1.65365E-12,2.17427E-6,788.086E-3,2.03714E3
828.000E-3,1.41311E-12,4.73512E-3,1.65649E-12,2.32622E-6,853.072E-3,2.03555E3
829.400E-3,1.54770E-12,5.06153E-3,1.65935E-12,2.48862E-6,932.715E-3,2.03387E3
830.800E-3,1.71261E-12,5.40983E-3,1.66221E-12,2.66217E-6,1.03032,2.03212E3
832.200E-3,1.91474E-12,5.78142E-3,1.66508E-12,2.84760E-6,1.14994,2.03028E3
833.600E-3,2.16256E-12,6.17775E-3,1.66795E-12,3.04571E-6,1.29653,2.02835E3
835.000E-3,2.46648E-12,6.60037E-3,1.67084E-12,3.25732E-6,1.47619,2.02632E3
836.400E-3,2.83925E-12,7.05089E-3,1.67373E-12,3.48331E-6,1.69636,2.02419E3
837.800E-3,3.29657E-12,7.53103E-3,1.67664E-12,3.72462E-6,1.96618,2.02196E3
839.200E-3,3.85766E-12,8.04258E-3,1.67955E-12,3.98222E-6,2.29684,2.01962E3
840.600E-3,4.54616E-12,8.58742E-3,1.68248E-12,4.25718E-6,2.70206,2.01716E3
842.000E-3,5.39107E-12,9.16752E-3,1.68542E-12,4.55058E-6,3.19865,2.01458E3
843.400E-3,6.42798E-12,9.78495E-3,1.68838E-12,4.86360E-6,3.80719,2.01187E3
844.800E-3,7.70061E-12,10.4419E-3,1.69135E-12,5.19747E-6,4.55292,2.00903E3
846.200E-3,9.26260E-12,11.1405E-3,1.69435E-12,5.55347E-6,5.46676,2.00604E3
847.600E-3,11.1798E-12,11.8832E-3,1.69737E-12,5.93298E-6,6.58658,2.00291E3
849.000E-3,13.5332E-12,12.6724E-3,1.70041E-12,6.33744E-6,7.95878,1.99961E3
850.400E-3,16.4219E-12,13.5107E-3,1.70348E-12,6.76834E-6,9.64021,1.99616E3
851.800E-3,19.9678E-12,14.4006E-3,1.70658E-12,7.22728E-6,11.7005,1.99254E3
853.200E-3,24.3206E-12,15.3449E-3,1.70971E-12,7.71591E-6,14.2250,1.98873E3
854.600E-3,29.6639E-12,16.3463E-3,1.71288E-12,8.23598E-6,17.3182,1.98474E3
856.000E-3,36.2231E-12,17.4078E-3,1.71609E-12,8.78931E-6,21.1080,1.98056E3
857.400E-3,44.2751E-12,18.5322E-3,1.71935E-12,9.37780E-6,25.7512,1.97618E3
858.800E-3,54.1597E-12,19.7227E-3,1.72266E-12,10.0034E-6,31.4397,1.97159E3
860.200E-3,66.2939E-12,20.9822E-3,1.72602E-12,10.6683E-6,38.4085,1.96678E3
861.600E-3,81.1899E-12,22.3140E-3,1.72945E-12,11.3745E-6,46.9455,1.96175E3
863.000E-3,99.4763E-12,23.7211E-3,1.73295E-12,12.1244E-6,57.4028,1.95648E3
864.400E-3,121.925E-12,25.2070E-3,1.73653E-12,12.9202E-6,70.2116,1.95097E3
865.800E-3,149.483E-12,26.7747E-3,1.74020E-12,13.7644E-6,85.8997,1.94522E3
867.200E-3,183.314E-12,28.4276E-3,1.74397E-12,14.6594E-6,105.113,1.93921E3
868.600E-3,224.845E-12,30.1691E-3,1.74785E-12,15.6078E-6,128.641,1.93294E3
870.000E-3,275.829E-12,32.0022E-3,1.75186E-12,16.6124E-6,157.450,1.92641E3
871.400E-3,338.419E-12,33.9304E-3,1.75600E-12,17.6758E-6,192.722,1.91959E3
872.800E-3,415.255E-12,35.9568E-3,1.76030E-12,18.8009E-6,235.901,1.91250E3
874.200E-3,509.581E-12,38.0847E-3,1.76477E-12,19.9906E-6,288.753,1.90513E3
875.600E-3,625.377E-12,40.3171E-3,1.76943E-12,21.2479E-6,353.434,1.89746E3
877.000E-3,767.531E-12,42.6570E-3,1.77431E-12,22.5759E-6,432.579,1.88950E3
878.400E-3,942.042E-12,45.1075E-3,1.77944E-12,23.9776E-6,529.403,1.88124E3
879.800E-3,1.15628E-9,47.6714E-3,1.78484E-12,25.4563E-6,647.830,1.87267E3
