freq (Hz),input noise; V / sqrt(Hz) mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 21  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 22  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 23  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 24  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 25  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 26  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 27  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 28  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 29  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 30  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 31  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 32  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 33  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 34  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 35  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 36  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 37  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 38  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 39  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 40  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 41  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 42  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 43  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 44  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 45  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 46  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 47  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 48  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 49  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 50  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 51  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 52  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 53  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 54  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 55  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 56  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 57  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 58  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 59  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 60  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 61  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 62  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 63  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 64  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 65  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 66  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 67  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 68  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 69  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 70  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 71  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 72  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 73  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 74  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 75  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 76  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 77  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 78  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 79  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 80  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 81  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 82  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 83  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 84  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 85  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 86  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 87  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 88  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 89  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 90  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 91  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 92  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 93  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 94  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 95  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 96  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 97  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 98  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 99  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 100  (V / sqrt(Hz))
158.489,1.21796E-9,1.35386E-9,1.36320E-9,1.30609E-9,1.15786E-9,1.63602E-9,1.26182E-9,1.14282E-9,1.17843E-9,1.13603E-9,1.25071E-9,1.17486E-9,1.53154E-9,1.17568E-9,1.24455E-9,1.82399E-9,1.16431E-9,1.22982E-9,1.13617E-9,1.26050E-9,1.16508E-9,1.33136E-9,1.24938E-9,1.31388E-9,1.12424E-9,1.96604E-9,1.44666E-9,1.22159E-9,1.51556E-9,1.49874E-9,1.24359E-9,1.13418E-9,1.18265E-9,1.53417E-9,1.37283E-9,1.22547E-9,1.57964E-9,1.17950E-9,1.31684E-9,1.33669E-9,1.11931E-9,1.29320E-9,1.36381E-9,1.28793E-9,1.15012E-9,1.74492E-9,1.21137E-9,1.13536E-9,1.12389E-9,1.63807E-9,1.28329E-9,1.16402E-9,1.44027E-9,1.12924E-9,1.17624E-9,1.17860E-9,1.14563E-9,1.23308E-9,1.30359E-9,1.13682E-9,1.13727E-9,1.22240E-9,1.60654E-9,1.14520E-9,1.14940E-9,1.39736E-9,1.44520E-9,1.14867E-9,1.32705E-9,1.27972E-9,1.15790E-9,1.14112E-9,1.35045E-9,1.23071E-9,1.18184E-9,1.17184E-9,1.14605E-9,1.57564E-9,1.12195E-9,1.27663E-9,1.18970E-9,1.39828E-9,1.25078E-9,1.75661E-9,1.23719E-9,1.36811E-9,1.13833E-9,1.52767E-9,1.43059E-9,1.22687E-9,1.52722E-9,1.34620E-9,1.25951E-9,1.66648E-9,1.13812E-9,1.56119E-9,1.30065E-9,1.15518E-9,1.14812E-9,1.23786E-9
199.526,1.18779E-9,1.29441E-9,1.30922E-9,1.25962E-9,1.14223E-9,1.52396E-9,1.22454E-9,1.13019E-9,1.15764E-9,1.12230E-9,1.21736E-9,1.15307E-9,1.44142E-9,1.15541E-9,1.20860E-9,1.68071E-9,1.14922E-9,1.19758E-9,1.12297E-9,1.21704E-9,1.15118E-9,1.27941E-9,1.21621E-9,1.26563E-9,1.11455E-9,1.79820E-9,1.37055E-9,1.18762E-9,1.43048E-9,1.41290E-9,1.20866E-9,1.12274E-9,1.15815E-9,1.44228E-9,1.31131E-9,1.19715E-9,1.47837E-9,1.15957E-9,1.26410E-9,1.28185E-9,1.10996E-9,1.24682E-9,1.30580E-9,1.24256E-9,1.13763E-9,1.61609E-9,1.18304E-9,1.12529E-9,1.11396E-9,1.52650E-9,1.23881E-9,1.14583E-9,1.36515E-9,1.11978E-9,1.15146E-9,1.15803E-9,1.13352E-9,1.20163E-9,1.25549E-9,1.12672E-9,1.12276E-9,1.19463E-9,1.50035E-9,1.13517E-9,1.13080E-9,1.33339E-9,1.36781E-9,1.13345E-9,1.27116E-9,1.23959E-9,1.14191E-9,1.12836E-9,1.29162E-9,1.20003E-9,1.16121E-9,1.15039E-9,1.13432E-9,1.47547E-9,1.11057E-9,1.23799E-9,1.16276E-9,1.33078E-9,1.21702E-9,1.62398E-9,1.20271E-9,1.30868E-9,1.12832E-9,1.43795E-9,1.35487E-9,1.19613E-9,1.44094E-9,1.28998E-9,1.22534E-9,1.54819E-9,1.12313E-9,1.46331E-9,1.25503E-9,1.13835E-9,1.13356E-9,1.20309E-9
251.189,1.16389E-9,1.24669E-9,1.26606E-9,1.22259E-9,1.12992E-9,1.43192E-9,1.19494E-9,1.12018E-9,1.14121E-9,1.11141E-9,1.19095E-9,1.13588E-9,1.36812E-9,1.13936E-9,1.18010E-9,1.56179E-9,1.13732E-9,1.17206E-9,1.11249E-9,1.18243E-9,1.14018E-9,1.23788E-9,1.18995E-9,1.22717E-9,1.10686E-9,1.65785E-9,1.30901E-9,1.16072E-9,1.36142E-9,1.34318E-9,1.18097E-9,1.11369E-9,1.13882E-9,1.36745E-9,1.26189E-9,1.17476E-9,1.39556E-9,1.14385E-9,1.22184E-9,1.23795E-9,1.10255E-9,1.20983E-9,1.25930E-9,1.20643E-9,1.12773E-9,1.50969E-9,1.16065E-9,1.11730E-9,1.10609E-9,1.43490E-9,1.20335E-9,1.13148E-9,1.30440E-9,1.11226E-9,1.13186E-9,1.14180E-9,1.12392E-9,1.17673E-9,1.21715E-9,1.11873E-9,1.11128E-9,1.17270E-9,1.41332E-9,1.12721E-9,1.11613E-9,1.28199E-9,1.30511E-9,1.12142E-9,1.22636E-9,1.20771E-9,1.12926E-9,1.11825E-9,1.24442E-9,1.17577E-9,1.14496E-9,1.13348E-9,1.12503E-9,1.39354E-9,1.10157E-9,1.20730E-9,1.14146E-9,1.27640E-9,1.19027E-9,1.51424E-9,1.17537E-9,1.26103E-9,1.12039E-9,1.36498E-9,1.29359E-9,1.17175E-9,1.37094E-9,1.24496E-9,1.19823E-9,1.45079E-9,1.11132E-9,1.38339E-9,1.21869E-9,1.12506E-9,1.12209E-9,1.17550E-9
316.228,1.14503E-9,1.20866E-9,1.23178E-9,1.19326E-9,1.12023E-9,1.35696E-9,1.17155E-9,1.11225E-9,1.12828E-9,1.10280E-9,1.17013E-9,1.12236E-9,1.30897E-9,1.12669E-9,1.15762E-9,1.46392E-9,1.12796E-9,1.15196E-9,1.10420E-9,1.15500E-9,1.13148E-9,1.20488E-9,1.16925E-9,1.19668E-9,1.10076E-9,1.54144E-9,1.25964E-9,1.13952E-9,1.30581E-9,1.28699E-9,1.15913E-9,1.10654E-9,1.12362E-9,1.30701E-9,1.22246E-9,1.15713E-9,1.32841E-9,1.13149E-9,1.18820E-9,1.20305E-9,1.09667E-9,1.18050E-9,1.22228E-9,1.17782E-9,1.11989E-9,1.42255E-9,1.14304E-9,1.11098E-9,1.09986E-9,1.36034E-9,1.17526E-9,1.12018E-9,1.25564E-9,1.10630E-9,1.11643E-9,1.12902E-9,1.11631E-9,1.15710E-9,1.18676E-9,1.11241E-9,1.10222E-9,1.15545E-9,1.34259E-9,1.12090E-9,1.10458E-9,1.24097E-9,1.25471E-9,1.11193E-9,1.19068E-9,1.18252E-9,1.11927E-9,1.11025E-9,1.20683E-9,1.15666E-9,1.13220E-9,1.12019E-9,1.11767E-9,1.32710E-9,1.09445E-9,1.18304E-9,1.12468E-9,1.23290E-9,1.16918E-9,1.42423E-9,1.15378E-9,1.22308E-9,1.11412E-9,1.30612E-9,1.24437E-9,1.15251E-9,1.31460E-9,1.20913E-9,1.17682E-9,1.37126E-9,1.10202E-9,1.31868E-9,1.18989E-9,1.11459E-9,1.11306E-9,1.15371E-9
398.107,1.13022E-9,1.17852E-9,1.20469E-9,1.17014E-9,1.11263E-9,1.29642E-9,1.15314E-9,1.10599E-9,1.11811E-9,1.09599E-9,1.15378E-9,1.11174E-9,1.26161E-9,1.11672E-9,1.13995E-9,1.38406E-9,1.12059E-9,1.13617E-9,1.09765E-9,1.13339E-9,1.12463E-9,1.17881E-9,1.15301E-9,1.17263E-9,1.09594E-9,1.44571E-9,1.22030E-9,1.12287E-9,1.26136E-9,1.24205E-9,1.14198E-9,1.10089E-9,1.11170E-9,1.25856E-9,1.19120E-9,1.14328E-9,1.27440E-9,1.12179E-9,1.16156E-9,1.17545E-9,1.09202E-9,1.15737E-9,1.19297E-9,1.15528E-9,1.11370E-9,1.35179E-9,1.12922E-9,1.10597E-9,1.09493E-9,1.30014E-9,1.15311E-9,1.11130E-9,1.21678E-9,1.10158E-9,1.10430E-9,1.11898E-9,1.11029E-9,1.14167E-9,1.16280E-9,1.10742E-9,1.09509E-9,1.14192E-9,1.28557E-9,1.11591E-9,1.09551E-9,1.20845E-9,1.21449E-9,1.10446E-9,1.16244E-9,1.16270E-9,1.11140E-9,1.10393E-9,1.17705E-9,1.14166E-9,1.12220E-9,1.10978E-9,1.11185E-9,1.27364E-9,1.08882E-9,1.16395E-9,1.11150E-9,1.19833E-9,1.15262E-9,1.35102E-9,1.13680E-9,1.19304E-9,1.10916E-9,1.25900E-9,1.20513E-9,1.13737E-9,1.26958E-9,1.18079E-9,1.15998E-9,1.30687E-9,1.09472E-9,1.26670E-9,1.16718E-9,1.10636E-9,1.10597E-9,1.13657E-9
501.187,1.11860E-9,1.15476E-9,1.18339E-9,1.15199E-9,1.10666E-9,1.24791E-9,1.13870E-9,1.10105E-9,1.11013E-9,1.09062E-9,1.14098E-9,1.10343E-9,1.22394E-9,1.10888E-9,1.12612E-9,1.31944E-9,1.11481E-9,1.12382E-9,1.09247E-9,1.11642E-9,1.11922E-9,1.15829E-9,1.14029E-9,1.15375E-9,1.09212E-9,1.36766E-9,1.18916E-9,1.10985E-9,1.22606E-9,1.20635E-9,1.12854E-9,1.09645E-9,1.10237E-9,1.22001E-9,1.16653E-9,1.13244E-9,1.23126E-9,1.11419E-9,1.14056E-9,1.15374E-9,1.08834E-9,1.13921E-9,1.16989E-9,1.13759E-9,1.10881E-9,1.29481E-9,1.11840E-9,1.10201E-9,1.09104E-9,1.25191E-9,1.13572E-9,1.10434E-9,1.18599E-9,1.09784E-9,1.09480E-9,1.11111E-9,1.10553E-9,1.12959E-9,1.14399E-9,1.10348E-9,1.08947E-9,1.13134E-9,1.23996E-9,1.11196E-9,1.08840E-9,1.18280E-9,1.18259E-9,1.09858E-9,1.14019E-9,1.14716E-9,1.10520E-9,1.09894E-9,1.15359E-9,1.12992E-9,1.11437E-9,1.10163E-9,1.10726E-9,1.23094E-9,1.08438E-9,1.14898E-9,1.10117E-9,1.17102E-9,1.13965E-9,1.29197E-9,1.12349E-9,1.16938E-9,1.10524E-9,1.22154E-9,1.17402E-9,1.12549E-9,1.23385E-9,1.15849E-9,1.14676E-9,1.25516E-9,1.08899E-9,1.22525E-9,1.14935E-9,1.09989E-9,1.10041E-9,1.12313E-9
630.957,1.10951E-9,1.13612E-9,1.16670E-9,1.13778E-9,1.10199E-9,1.20930E-9,1.12740E-9,1.09714E-9,1.10388E-9,1.08638E-9,1.13099E-9,1.09693E-9,1.19417E-9,1.10272E-9,1.11532E-9,1.26758E-9,1.11028E-9,1.11417E-9,1.08839E-9,1.10314E-9,1.11496E-9,1.14222E-9,1.13036E-9,1.13898E-9,1.08910E-9,1.30456E-9,1.16463E-9,1.09968E-9,1.19819E-9,1.17815E-9,1.11805E-9,1.09294E-9,1.09508E-9,1.18950E-9,1.14716E-9,1.12397E-9,1.19705E-9,1.10824E-9,1.12408E-9,1.13672E-9,1.08542E-9,1.12498E-9,1.15179E-9,1.12375E-9,1.10495E-9,1.24926E-9,1.10996E-9,1.09887E-9,1.08796E-9,1.21355E-9,1.12210E-9,1.09888E-9,1.16173E-9,1.09488E-9,1.08736E-9,1.10495E-9,1.10178E-9,1.12015E-9,1.12928E-9,1.10037E-9,1.08506E-9,1.12308E-9,1.20372E-9,1.10884E-9,1.08282E-9,1.16266E-9,1.15742E-9,1.09397E-9,1.12273E-9,1.13501E-9,1.10032E-9,1.09500E-9,1.13519E-9,1.12075E-9,1.10826E-9,1.09526E-9,1.10363E-9,1.19706E-9,1.08088E-9,1.13727E-9,1.09310E-9,1.14955E-9,1.12951E-9,1.24471E-9,1.11308E-9,1.15083E-9,1.10214E-9,1.19193E-9,1.14951E-9,1.11619E-9,1.20566E-9,1.14100E-9,1.13642E-9,1.21392E-9,1.08450E-9,1.19241E-9,1.13540E-9,1.09483E-9,1.09605E-9,1.11261E-9
794.328,1.10241E-9,1.12153E-9,1.15368E-9,1.12671E-9,1.09833E-9,1.17876E-9,1.11859E-9,1.09406E-9,1.09899E-9,1.08304E-9,1.12319E-9,1.09185E-9,1.17076E-9,1.09789E-9,1.10690E-9,1.22625E-9,1.10672E-9,1.10664E-9,1.08516E-9,1.09277E-9,1.11161E-9,1.12966E-9,1.12262E-9,1.12746E-9,1.08671E-9,1.25396E-9,1.14540E-9,1.09176E-9,1.17630E-9,1.15599E-9,1.10987E-9,1.09018E-9,1.08939E-9,1.16550E-9,1.13201E-9,1.11736E-9,1.17006E-9,1.10359E-9,1.11118E-9,1.12343E-9,1.08312E-9,1.11388E-9,1.13763E-9,1.11296E-9,1.10191E-9,1.21311E-9,1.10337E-9,1.09640E-9,1.08554E-9,1.18322E-9,1.11146E-9,1.09461E-9,1.14270E-9,1.09253E-9,1.08155E-9,1.10013E-9,1.09881E-9,1.11278E-9,1.11780E-9,1.09793E-9,1.08159E-9,1.11664E-9,1.17509E-9,1.10637E-9,1.07846E-9,1.14691E-9,1.13766E-9,1.09034E-9,1.10908E-9,1.12554E-9,1.09649E-9,1.09189E-9,1.12081E-9,1.11359E-9,1.10349E-9,1.09029E-9,1.10077E-9,1.17032E-9,1.07812E-9,1.12813E-9,1.08680E-9,1.13273E-9,1.12161E-9,1.20714E-9,1.10496E-9,1.13633E-9,1.09970E-9,1.16865E-9,1.13027E-9,1.10892E-9,1.18353E-9,1.12734E-9,1.12835E-9,1.18125E-9,1.08098E-9,1.16653E-9,1.12450E-9,1.09085E-9,1.09263E-9,1.10439E-9
1.00000E3,1.09688E-9,1.11016E-9,1.14353E-9,1.11808E-9,1.09546E-9,1.15475E-9,1.11171E-9,1.09164E-9,1.09517E-9,1.08040E-9,1.11712E-9,1.08788E-9,1.15242E-9,1.09410E-9,1.10036E-9,1.19353E-9,1.10394E-9,1.10079E-9,1.08262E-9,1.08470E-9,1.10898E-9,1.11987E-9,1.11660E-9,1.11849E-9,1.08482E-9,1.21366E-9,1.13038E-9,1.08560E-9,1.15916E-9,1.13865E-9,1.10350E-9,1.08801E-9,1.08496E-9,1.14670E-9,1.12019E-9,1.11220E-9,1.14889E-9,1.09996E-9,1.10111E-9,1.11308E-9,1.08130E-9,1.10524E-9,1.12660E-9,1.10456E-9,1.09951E-9,1.18457E-9,1.09825E-9,1.09444E-9,1.08362E-9,1.15937E-9,1.10317E-9,1.09126E-9,1.12782E-9,1.09068E-9,1.07702E-9,1.09636E-9,1.09647E-9,1.10703E-9,1.10887E-9,1.09600E-9,1.07887E-9,1.11162E-9,1.15259E-9,1.10442E-9,1.07505E-9,1.13463E-9,1.12221E-9,1.08749E-9,1.09844E-9,1.11817E-9,1.09348E-9,1.08945E-9,1.10960E-9,1.10803E-9,1.09977E-9,1.08641E-9,1.09852E-9,1.14933E-9,1.07594E-9,1.12101E-9,1.08188E-9,1.11960E-9,1.11545E-9,1.17747E-9,1.09863E-9,1.12503E-9,1.09777E-9,1.15043E-9,1.11523E-9,1.10324E-9,1.16622E-9,1.11669E-9,1.12205E-9,1.15552E-9,1.07823E-9,1.14623E-9,1.11602E-9,1.08774E-9,1.08996E-9,1.09799E-9
1.25893E3,1.09257E-9,1.10132E-9,1.13564E-9,1.11138E-9,1.09322E-9,1.13594E-9,1.10637E-9,1.08972E-9,1.09218E-9,1.07833E-9,1.11240E-9,1.08479E-9,1.13812E-9,1.09114E-9,1.09527E-9,1.16777E-9,1.10176E-9,1.09623E-9,1.08061E-9,1.07842E-9,1.10690E-9,1.11226E-9,1.11191E-9,1.11152E-9,1.08333E-9,1.18178E-9,1.11868E-9,1.08082E-9,1.14580E-9,1.12512E-9,1.09854E-9,1.08630E-9,1.08150E-9,1.13202E-9,1.11099E-9,1.10819E-9,1.13233E-9,1.09713E-9,1.09326E-9,1.10503E-9,1.07986E-9,1.09851E-9,1.11802E-9,1.09803E-9,1.09762E-9,1.16217E-9,1.09426E-9,1.09290E-9,1.08211E-9,1.14070E-9,1.09673E-9,1.08865E-9,1.11623E-9,1.08921E-9,1.07348E-9,1.09341E-9,1.09462E-9,1.10256E-9,1.10194E-9,1.09448E-9,1.07673E-9,1.10771E-9,1.13499E-9,1.10288E-9,1.07238E-9,1.12508E-9,1.11015E-9,1.08525E-9,1.09015E-9,1.11244E-9,1.09111E-9,1.08752E-9,1.10088E-9,1.10369E-9,1.09687E-9,1.08339E-9,1.09674E-9,1.13291E-9,1.07423E-9,1.11547E-9,1.07805E-9,1.10939E-9,1.11066E-9,1.15415E-9,1.09370E-9,1.11625E-9,1.09625E-9,1.13622E-9,1.10350E-9,1.09882E-9,1.15273E-9,1.10841E-9,1.11714E-9,1.13534E-9,1.07607E-9,1.13038E-9,1.10942E-9,1.08530E-9,1.08787E-9,1.09300E-9
1.58489E3,1.08921E-9,1.09445E-9,1.12951E-9,1.10617E-9,1.09146E-9,1.12127E-9,1.10221E-9,1.08821E-9,1.08985E-9,1.07670E-9,1.10873E-9,1.08238E-9,1.12699E-9,1.08882E-9,1.09131E-9,1.14759E-9,1.10005E-9,1.09270E-9,1.07903E-9,1.07355E-9,1.10527E-9,1.10634E-9,1.10827E-9,1.10611E-9,1.08215E-9,1.15670E-9,1.10959E-9,1.07710E-9,1.13540E-9,1.11460E-9,1.09470E-9,1.08495E-9,1.07881E-9,1.12060E-9,1.10384E-9,1.10506E-9,1.11943E-9,1.09491E-9,1.08715E-9,1.09878E-9,1.07872E-9,1.09329E-9,1.11136E-9,1.09297E-9,1.09613E-9,1.14465E-9,1.09115E-9,1.09168E-9,1.08091E-9,1.12614E-9,1.09172E-9,1.08661E-9,1.10721E-9,1.08805E-9,1.07072E-9,1.09111E-9,1.09316E-9,1.09908E-9,1.09656E-9,1.09328E-9,1.07505E-9,1.10468E-9,1.12126E-9,1.10166E-9,1.07029E-9,1.11767E-9,1.10078E-9,1.08349E-9,1.08372E-9,1.10799E-9,1.08925E-9,1.08600E-9,1.09412E-9,1.10032E-9,1.09462E-9,1.08103E-9,1.09533E-9,1.12010E-9,1.07288E-9,1.11116E-9,1.07506E-9,1.10145E-9,1.10694E-9,1.13591E-9,1.08987E-9,1.10944E-9,1.09505E-9,1.12516E-9,1.09439E-9,1.09537E-9,1.14224E-9,1.10199E-9,1.11332E-9,1.11958E-9,1.07438E-9,1.11804E-9,1.10430E-9,1.08339E-9,1.08623E-9,1.08912E-9
1.99526E3,1.08660E-9,1.08912E-9,1.12476E-9,1.10214E-9,1.09009E-9,1.10985E-9,1.09897E-9,1.08702E-9,1.08803E-9,1.07541E-9,1.10588E-9,1.08049E-9,1.11835E-9,1.08700E-9,1.08825E-9,1.13184E-9,1.09871E-9,1.08995E-9,1.07779E-9,1.06976E-9,1.10399E-9,1.10175E-9,1.10545E-9,1.10191E-9,1.08121E-9,1.13706E-9,1.10255E-9,1.07422E-9,1.12733E-9,1.10643E-9,1.09171E-9,1.08389E-9,1.07672E-9,1.11173E-9,1.09830E-9,1.10263E-9,1.10941E-9,1.09319E-9,1.08241E-9,1.09394E-9,1.07782E-9,1.08924E-9,1.10619E-9,1.08904E-9,1.09496E-9,1.13100E-9,1.08874E-9,1.09071E-9,1.07997E-9,1.11481E-9,1.08783E-9,1.08501E-9,1.10022E-9,1.08713E-9,1.06857E-9,1.08932E-9,1.09201E-9,1.09637E-9,1.09239E-9,1.09234E-9,1.07373E-9,1.10232E-9,1.11059E-9,1.10070E-9,1.06866E-9,1.11192E-9,1.09350E-9,1.08211E-9,1.07873E-9,1.10454E-9,1.08779E-9,1.08480E-9,1.08887E-9,1.09770E-9,1.09286E-9,1.07920E-9,1.09423E-9,1.11015E-9,1.07181E-9,1.10782E-9,1.07274E-9,1.09529E-9,1.10405E-9,1.12168E-9,1.08689E-9,1.10415E-9,1.09410E-9,1.11658E-9,1.08732E-9,1.09268E-9,1.13411E-9,1.09701E-9,1.11035E-9,1.10732E-9,1.07306E-9,1.10845E-9,1.10032E-9,1.08190E-9,1.08494E-9,1.08611E-9
