freq (Hz),input noise; V / sqrt(Hz) mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 21  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 22  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 23  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 24  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 25  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 26  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 27  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 28  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 29  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 30  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 31  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 32  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 33  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 34  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 35  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 36  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 37  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 38  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 39  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 40  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 41  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 42  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 43  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 44  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 45  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 46  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 47  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 48  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 49  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 50  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 51  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 52  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 53  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 54  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 55  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 56  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 57  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 58  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 59  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 60  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 61  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 62  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 63  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 64  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 65  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 66  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 67  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 68  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 69  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 70  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 71  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 72  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 73  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 74  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 75  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 76  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 77  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 78  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 79  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 80  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 81  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 82  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 83  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 84  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 85  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 86  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 87  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 88  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 89  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 90  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 91  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 92  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 93  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 94  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 95  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 96  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 97  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 98  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 99  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 100  (V / sqrt(Hz))
39.8107E3,1.07779E-9,1.07152E-9,1.10909E-9,1.08877E-9,1.08533E-9,1.07227E-9,1.08814E-9,1.08275E-9,1.08177E-9,1.07085E-9,1.09634E-9,1.07408E-9,1.08995E-9,1.08070E-9,1.07805E-9,1.07970E-9,1.09405E-9,1.08076E-9,1.07333E-9,1.05721E-9,1.09946E-9,1.08655E-9,1.09600E-9,1.08805E-9,1.07783E-9,1.07163E-9,1.07941E-9,1.06465E-9,1.10077E-9,1.07959E-9,1.08174E-9,1.08014E-9,1.06964E-9,1.08255E-9,1.08000E-9,1.09444E-9,1.07644E-9,1.08727E-9,1.06659E-9,1.07798E-9,1.07456E-9,1.07581E-9,1.08914E-9,1.07605E-9,1.09076E-9,1.08592E-9,1.08065E-9,1.08723E-9,1.07660E-9,1.07752E-9,1.07487E-9,1.07952E-9,1.07715E-9,1.08380E-9,1.06127E-9,1.08316E-9,1.08789E-9,1.08727E-9,1.07863E-9,1.08898E-9,1.06911E-9,1.09439E-9,1.07541E-9,1.09724E-9,1.06305E-9,1.09301E-9,1.06949E-9,1.07726E-9,1.06221E-9,1.09308E-9,1.08268E-9,1.08053E-9,1.07159E-9,1.08892E-9,1.08688E-9,1.07297E-9,1.09028E-9,1.07729E-9,1.06802E-9,1.09664E-9,1.06488E-9,1.07502E-9,1.09437E-9,1.07471E-9,1.07689E-9,1.08676E-9,1.09070E-9,1.08841E-9,1.06401E-9,1.08359E-9,1.10743E-9,1.08057E-9,1.10037E-9,1.06687E-9,1.06850E-9,1.07695E-9,1.08711E-9,1.07671E-9,1.08049E-9,1.07598E-9
50.1187E3,1.07771E-9,1.07138E-9,1.10896E-9,1.08866E-9,1.08529E-9,1.07196E-9,1.08805E-9,1.08270E-9,1.08171E-9,1.07080E-9,1.09626E-9,1.07402E-9,1.08972E-9,1.08064E-9,1.07797E-9,1.07928E-9,1.09401E-9,1.08068E-9,1.07328E-9,1.05711E-9,1.09942E-9,1.08642E-9,1.09592E-9,1.08793E-9,1.07779E-9,1.07111E-9,1.07922E-9,1.06457E-9,1.10055E-9,1.07937E-9,1.08165E-9,1.08011E-9,1.06957E-9,1.08232E-9,1.07984E-9,1.09436E-9,1.07618E-9,1.08722E-9,1.06646E-9,1.07784E-9,1.07453E-9,1.07569E-9,1.08900E-9,1.07594E-9,1.09071E-9,1.08556E-9,1.08058E-9,1.08720E-9,1.07657E-9,1.07722E-9,1.07476E-9,1.07947E-9,1.07696E-9,1.08376E-9,1.06120E-9,1.08310E-9,1.08785E-9,1.08719E-9,1.07852E-9,1.08894E-9,1.06906E-9,1.09432E-9,1.07512E-9,1.09720E-9,1.06299E-9,1.09285E-9,1.06930E-9,1.07721E-9,1.06207E-9,1.09298E-9,1.08263E-9,1.08048E-9,1.07145E-9,1.08884E-9,1.08683E-9,1.07291E-9,1.09024E-9,1.07702E-9,1.06798E-9,1.09654E-9,1.06481E-9,1.07485E-9,1.09429E-9,1.07433E-9,1.07680E-9,1.08662E-9,1.09066E-9,1.08818E-9,1.06381E-9,1.08351E-9,1.10721E-9,1.08043E-9,1.10029E-9,1.06655E-9,1.06845E-9,1.07670E-9,1.08700E-9,1.07666E-9,1.08044E-9,1.07589E-9
63.0957E3,1.07765E-9,1.07126E-9,1.10886E-9,1.08857E-9,1.08525E-9,1.07173E-9,1.08798E-9,1.08266E-9,1.08166E-9,1.07076E-9,1.09620E-9,1.07398E-9,1.08954E-9,1.08059E-9,1.07790E-9,1.07896E-9,1.09397E-9,1.08062E-9,1.07325E-9,1.05703E-9,1.09938E-9,1.08632E-9,1.09585E-9,1.08784E-9,1.07776E-9,1.07070E-9,1.07908E-9,1.06450E-9,1.10039E-9,1.07920E-9,1.08158E-9,1.08008E-9,1.06952E-9,1.08213E-9,1.07973E-9,1.09431E-9,1.07597E-9,1.08717E-9,1.06635E-9,1.07774E-9,1.07450E-9,1.07560E-9,1.08889E-9,1.07586E-9,1.09068E-9,1.08528E-9,1.08053E-9,1.08717E-9,1.07654E-9,1.07699E-9,1.07467E-9,1.07943E-9,1.07681E-9,1.08373E-9,1.06115E-9,1.08306E-9,1.08782E-9,1.08712E-9,1.07843E-9,1.08892E-9,1.06903E-9,1.09426E-9,1.07490E-9,1.09717E-9,1.06295E-9,1.09273E-9,1.06914E-9,1.07718E-9,1.06197E-9,1.09290E-9,1.08259E-9,1.08045E-9,1.07134E-9,1.08878E-9,1.08679E-9,1.07287E-9,1.09021E-9,1.07682E-9,1.06795E-9,1.09646E-9,1.06475E-9,1.07473E-9,1.09422E-9,1.07404E-9,1.07673E-9,1.08651E-9,1.09063E-9,1.08801E-9,1.06367E-9,1.08344E-9,1.10704E-9,1.08033E-9,1.10022E-9,1.06630E-9,1.06842E-9,1.07650E-9,1.08691E-9,1.07662E-9,1.08041E-9,1.07582E-9
79.4328E3,1.07760E-9,1.07118E-9,1.10878E-9,1.08850E-9,1.08522E-9,1.07155E-9,1.08792E-9,1.08264E-9,1.08163E-9,1.07073E-9,1.09615E-9,1.07394E-9,1.08941E-9,1.08056E-9,1.07784E-9,1.07871E-9,1.09394E-9,1.08057E-9,1.07322E-9,1.05696E-9,1.09935E-9,1.08625E-9,1.09580E-9,1.08777E-9,1.07774E-9,1.07039E-9,1.07897E-9,1.06445E-9,1.10026E-9,1.07907E-9,1.08153E-9,1.08005E-9,1.06948E-9,1.08199E-9,1.07963E-9,1.09426E-9,1.07581E-9,1.08714E-9,1.06627E-9,1.07766E-9,1.07448E-9,1.07554E-9,1.08880E-9,1.07579E-9,1.09065E-9,1.08507E-9,1.08048E-9,1.08715E-9,1.07652E-9,1.07681E-9,1.07461E-9,1.07939E-9,1.07670E-9,1.08371E-9,1.06111E-9,1.08302E-9,1.08779E-9,1.08707E-9,1.07836E-9,1.08889E-9,1.06900E-9,1.09422E-9,1.07473E-9,1.09715E-9,1.06292E-9,1.09264E-9,1.06902E-9,1.07715E-9,1.06188E-9,1.09284E-9,1.08256E-9,1.08042E-9,1.07125E-9,1.08873E-9,1.08675E-9,1.07283E-9,1.09018E-9,1.07666E-9,1.06792E-9,1.09640E-9,1.06471E-9,1.07463E-9,1.09417E-9,1.07382E-9,1.07668E-9,1.08642E-9,1.09061E-9,1.08787E-9,1.06355E-9,1.08339E-9,1.10691E-9,1.08025E-9,1.10016E-9,1.06610E-9,1.06839E-9,1.07635E-9,1.08684E-9,1.07659E-9,1.08038E-9,1.07576E-9
100.000E3,1.07757E-9,1.07111E-9,1.10872E-9,1.08845E-9,1.08520E-9,1.07141E-9,1.08787E-9,1.08261E-9,1.08160E-9,1.07071E-9,1.09611E-9,1.07391E-9,1.08930E-9,1.08053E-9,1.07780E-9,1.07852E-9,1.09392E-9,1.08053E-9,1.07319E-9,1.05691E-9,1.09933E-9,1.08619E-9,1.09576E-9,1.08772E-9,1.07772E-9,1.07015E-9,1.07888E-9,1.06441E-9,1.10016E-9,1.07897E-9,1.08149E-9,1.08003E-9,1.06945E-9,1.08188E-9,1.07956E-9,1.09423E-9,1.07569E-9,1.08711E-9,1.06621E-9,1.07760E-9,1.07446E-9,1.07548E-9,1.08874E-9,1.07574E-9,1.09063E-9,1.08490E-9,1.08045E-9,1.08713E-9,1.07650E-9,1.07667E-9,1.07455E-9,1.07937E-9,1.07661E-9,1.08369E-9,1.06108E-9,1.08299E-9,1.08777E-9,1.08704E-9,1.07831E-9,1.08888E-9,1.06897E-9,1.09419E-9,1.07460E-9,1.09713E-9,1.06289E-9,1.09256E-9,1.06893E-9,1.07712E-9,1.06182E-9,1.09280E-9,1.08253E-9,1.08040E-9,1.07118E-9,1.08869E-9,1.08673E-9,1.07281E-9,1.09016E-9,1.07653E-9,1.06790E-9,1.09636E-9,1.06468E-9,1.07455E-9,1.09413E-9,1.07365E-9,1.07664E-9,1.08635E-9,1.09059E-9,1.08777E-9,1.06346E-9,1.08335E-9,1.10682E-9,1.08018E-9,1.10012E-9,1.06595E-9,1.06837E-9,1.07624E-9,1.08679E-9,1.07657E-9,1.08036E-9,1.07572E-9
125.893E3,1.07754E-9,1.07106E-9,1.10867E-9,1.08841E-9,1.08518E-9,1.07131E-9,1.08784E-9,1.08260E-9,1.08158E-9,1.07069E-9,1.09608E-9,1.07389E-9,1.08922E-9,1.08050E-9,1.07777E-9,1.07837E-9,1.09390E-9,1.08050E-9,1.07318E-9,1.05687E-9,1.09931E-9,1.08614E-9,1.09573E-9,1.08768E-9,1.07771E-9,1.06997E-9,1.07881E-9,1.06438E-9,1.10008E-9,1.07889E-9,1.08146E-9,1.08002E-9,1.06943E-9,1.08180E-9,1.07951E-9,1.09420E-9,1.07560E-9,1.08709E-9,1.06616E-9,1.07755E-9,1.07444E-9,1.07544E-9,1.08869E-9,1.07570E-9,1.09061E-9,1.08477E-9,1.08042E-9,1.08711E-9,1.07648E-9,1.07657E-9,1.07451E-9,1.07935E-9,1.07654E-9,1.08368E-9,1.06105E-9,1.08297E-9,1.08775E-9,1.08701E-9,1.07827E-9,1.08886E-9,1.06896E-9,1.09416E-9,1.07450E-9,1.09711E-9,1.06287E-9,1.09251E-9,1.06886E-9,1.07710E-9,1.06177E-9,1.09276E-9,1.08251E-9,1.08038E-9,1.07113E-9,1.08866E-9,1.08671E-9,1.07279E-9,1.09015E-9,1.07644E-9,1.06789E-9,1.09632E-9,1.06465E-9,1.07449E-9,1.09410E-9,1.07351E-9,1.07660E-9,1.08630E-9,1.09058E-9,1.08769E-9,1.06340E-9,1.08332E-9,1.10674E-9,1.08013E-9,1.10009E-9,1.06584E-9,1.06836E-9,1.07615E-9,1.08675E-9,1.07655E-9,1.08035E-9,1.07569E-9
158.489E3,1.07752E-9,1.07101E-9,1.10863E-9,1.08838E-9,1.08517E-9,1.07122E-9,1.08781E-9,1.08258E-9,1.08156E-9,1.07068E-9,1.09605E-9,1.07387E-9,1.08916E-9,1.08048E-9,1.07775E-9,1.07826E-9,1.09389E-9,1.08048E-9,1.07316E-9,1.05684E-9,1.09930E-9,1.08610E-9,1.09571E-9,1.08764E-9,1.07770E-9,1.06982E-9,1.07876E-9,1.06436E-9,1.10002E-9,1.07883E-9,1.08143E-9,1.08001E-9,1.06941E-9,1.08174E-9,1.07947E-9,1.09418E-9,1.07553E-9,1.08708E-9,1.06612E-9,1.07752E-9,1.07443E-9,1.07541E-9,1.08865E-9,1.07567E-9,1.09060E-9,1.08467E-9,1.08040E-9,1.08710E-9,1.07647E-9,1.07649E-9,1.07448E-9,1.07933E-9,1.07649E-9,1.08367E-9,1.06103E-9,1.08296E-9,1.08774E-9,1.08698E-9,1.07823E-9,1.08885E-9,1.06894E-9,1.09414E-9,1.07442E-9,1.09710E-9,1.06286E-9,1.09246E-9,1.06881E-9,1.07709E-9,1.06173E-9,1.09273E-9,1.08250E-9,1.08037E-9,1.07109E-9,1.08864E-9,1.08669E-9,1.07277E-9,1.09013E-9,1.07636E-9,1.06788E-9,1.09629E-9,1.06463E-9,1.07444E-9,1.09408E-9,1.07341E-9,1.07658E-9,1.08626E-9,1.09057E-9,1.08763E-9,1.06334E-9,1.08330E-9,1.10668E-9,1.08009E-9,1.10007E-9,1.06575E-9,1.06834E-9,1.07608E-9,1.08672E-9,1.07653E-9,1.08033E-9,1.07566E-9
199.526E3,1.07750E-9,1.07098E-9,1.10861E-9,1.08835E-9,1.08516E-9,1.07116E-9,1.08779E-9,1.08257E-9,1.08155E-9,1.07067E-9,1.09603E-9,1.07386E-9,1.08911E-9,1.08047E-9,1.07773E-9,1.07817E-9,1.09388E-9,1.08046E-9,1.07315E-9,1.05682E-9,1.09929E-9,1.08608E-9,1.09569E-9,1.08762E-9,1.07769E-9,1.06972E-9,1.07872E-9,1.06434E-9,1.09998E-9,1.07879E-9,1.08141E-9,1.08000E-9,1.06939E-9,1.08169E-9,1.07943E-9,1.09416E-9,1.07547E-9,1.08706E-9,1.06609E-9,1.07749E-9,1.07442E-9,1.07538E-9,1.08862E-9,1.07565E-9,1.09059E-9,1.08460E-9,1.08039E-9,1.08709E-9,1.07647E-9,1.07642E-9,1.07446E-9,1.07932E-9,1.07645E-9,1.08366E-9,1.06102E-9,1.08294E-9,1.08773E-9,1.08696E-9,1.07821E-9,1.08885E-9,1.06893E-9,1.09412E-9,1.07436E-9,1.09709E-9,1.06284E-9,1.09243E-9,1.06877E-9,1.07708E-9,1.06170E-9,1.09271E-9,1.08249E-9,1.08036E-9,1.07106E-9,1.08862E-9,1.08668E-9,1.07276E-9,1.09012E-9,1.07631E-9,1.06787E-9,1.09627E-9,1.06461E-9,1.07441E-9,1.09406E-9,1.07333E-9,1.07656E-9,1.08623E-9,1.09056E-9,1.08758E-9,1.06330E-9,1.08328E-9,1.10663E-9,1.08007E-9,1.10005E-9,1.06568E-9,1.06833E-9,1.07602E-9,1.08669E-9,1.07652E-9,1.08032E-9,1.07564E-9
251.189E3,1.07748E-9,1.07096E-9,1.10858E-9,1.08833E-9,1.08515E-9,1.07111E-9,1.08777E-9,1.08256E-9,1.08154E-9,1.07066E-9,1.09602E-9,1.07385E-9,1.08907E-9,1.08046E-9,1.07771E-9,1.07811E-9,1.09387E-9,1.08044E-9,1.07314E-9,1.05680E-9,1.09928E-9,1.08605E-9,1.09568E-9,1.08760E-9,1.07768E-9,1.06963E-9,1.07869E-9,1.06433E-9,1.09994E-9,1.07875E-9,1.08140E-9,1.07999E-9,1.06938E-9,1.08165E-9,1.07941E-9,1.09415E-9,1.07543E-9,1.08705E-9,1.06606E-9,1.07747E-9,1.07442E-9,1.07537E-9,1.08859E-9,1.07563E-9,1.09058E-9,1.08454E-9,1.08037E-9,1.08708E-9,1.07646E-9,1.07637E-9,1.07444E-9,1.07931E-9,1.07642E-9,1.08365E-9,1.06101E-9,1.08293E-9,1.08772E-9,1.08695E-9,1.07819E-9,1.08884E-9,1.06892E-9,1.09411E-9,1.07432E-9,1.09709E-9,1.06284E-9,1.09241E-9,1.06873E-9,1.07707E-9,1.06168E-9,1.09270E-9,1.08248E-9,1.08035E-9,1.07104E-9,1.08861E-9,1.08667E-9,1.07275E-9,1.09012E-9,1.07626E-9,1.06786E-9,1.09626E-9,1.06460E-9,1.07438E-9,1.09404E-9,1.07327E-9,1.07654E-9,1.08621E-9,1.09055E-9,1.08754E-9,1.06327E-9,1.08326E-9,1.10660E-9,1.08004E-9,1.10003E-9,1.06563E-9,1.06832E-9,1.07598E-9,1.08667E-9,1.07651E-9,1.08032E-9,1.07562E-9
316.228E3,1.07747E-9,1.07094E-9,1.10857E-9,1.08832E-9,1.08514E-9,1.07107E-9,1.08776E-9,1.08256E-9,1.08153E-9,1.07065E-9,1.09601E-9,1.07384E-9,1.08904E-9,1.08045E-9,1.07770E-9,1.07805E-9,1.09386E-9,1.08043E-9,1.07313E-9,1.05679E-9,1.09927E-9,1.08604E-9,1.09567E-9,1.08758E-9,1.07768E-9,1.06957E-9,1.07867E-9,1.06432E-9,1.09991E-9,1.07872E-9,1.08139E-9,1.07999E-9,1.06937E-9,1.08162E-9,1.07939E-9,1.09414E-9,1.07539E-9,1.08705E-9,1.06605E-9,1.07745E-9,1.07441E-9,1.07535E-9,1.08857E-9,1.07562E-9,1.09057E-9,1.08449E-9,1.08037E-9,1.08708E-9,1.07645E-9,1.07634E-9,1.07442E-9,1.07930E-9,1.07640E-9,1.08365E-9,1.06100E-9,1.08292E-9,1.08771E-9,1.08694E-9,1.07818E-9,1.08883E-9,1.06892E-9,1.09410E-9,1.07428E-9,1.09708E-9,1.06283E-9,1.09239E-9,1.06871E-9,1.07706E-9,1.06166E-9,1.09268E-9,1.08247E-9,1.08034E-9,1.07102E-9,1.08860E-9,1.08666E-9,1.07274E-9,1.09011E-9,1.07623E-9,1.06785E-9,1.09624E-9,1.06459E-9,1.07436E-9,1.09403E-9,1.07323E-9,1.07653E-9,1.08619E-9,1.09055E-9,1.08751E-9,1.06325E-9,1.08325E-9,1.10657E-9,1.08003E-9,1.10002E-9,1.06559E-9,1.06832E-9,1.07595E-9,1.08666E-9,1.07650E-9,1.08031E-9,1.07561E-9
398.107E3,1.07747E-9,1.07093E-9,1.10855E-9,1.08831E-9,1.08514E-9,1.07105E-9,1.08775E-9,1.08255E-9,1.08152E-9,1.07065E-9,1.09600E-9,1.07383E-9,1.08902E-9,1.08044E-9,1.07769E-9,1.07802E-9,1.09386E-9,1.08043E-9,1.07313E-9,1.05678E-9,1.09927E-9,1.08603E-9,1.09566E-9,1.08757E-9,1.07767E-9,1.06952E-9,1.07865E-9,1.06431E-9,1.09989E-9,1.07870E-9,1.08138E-9,1.07998E-9,1.06937E-9,1.08160E-9,1.07937E-9,1.09413E-9,1.07537E-9,1.08704E-9,1.06603E-9,1.07744E-9,1.07441E-9,1.07534E-9,1.08856E-9,1.07561E-9,1.09057E-9,1.08446E-9,1.08036E-9,1.08708E-9,1.07645E-9,1.07631E-9,1.07441E-9,1.07930E-9,1.07638E-9,1.08364E-9,1.06099E-9,1.08292E-9,1.08771E-9,1.08693E-9,1.07816E-9,1.08883E-9,1.06891E-9,1.09409E-9,1.07426E-9,1.09708E-9,1.06282E-9,1.09237E-9,1.06869E-9,1.07706E-9,1.06165E-9,1.09267E-9,1.08246E-9,1.08034E-9,1.07101E-9,1.08859E-9,1.08666E-9,1.07273E-9,1.09011E-9,1.07620E-9,1.06785E-9,1.09623E-9,1.06458E-9,1.07434E-9,1.09402E-9,1.07319E-9,1.07652E-9,1.08618E-9,1.09055E-9,1.08749E-9,1.06323E-9,1.08324E-9,1.10655E-9,1.08001E-9,1.10001E-9,1.06556E-9,1.06831E-9,1.07593E-9,1.08665E-9,1.07650E-9,1.08031E-9,1.07560E-9
501.187E3,1.07746E-9,1.07092E-9,1.10855E-9,1.08830E-9,1.08514E-9,1.07103E-9,1.08774E-9,1.08255E-9,1.08152E-9,1.07064E-9,1.09599E-9,1.07383E-9,1.08900E-9,1.08044E-9,1.07769E-9,1.07799E-9,1.09386E-9,1.08042E-9,1.07313E-9,1.05677E-9,1.09927E-9,1.08602E-9,1.09565E-9,1.08756E-9,1.07767E-9,1.06948E-9,1.07864E-9,1.06430E-9,1.09988E-9,1.07869E-9,1.08137E-9,1.07998E-9,1.06936E-9,1.08158E-9,1.07936E-9,1.09413E-9,1.07535E-9,1.08704E-9,1.06602E-9,1.07743E-9,1.07441E-9,1.07533E-9,1.08855E-9,1.07560E-9,1.09057E-9,1.08444E-9,1.08035E-9,1.08707E-9,1.07645E-9,1.07629E-9,1.07440E-9,1.07930E-9,1.07636E-9,1.08364E-9,1.06099E-9,1.08291E-9,1.08771E-9,1.08693E-9,1.07816E-9,1.08883E-9,1.06891E-9,1.09409E-9,1.07424E-9,1.09708E-9,1.06282E-9,1.09236E-9,1.06868E-9,1.07705E-9,1.06164E-9,1.09267E-9,1.08246E-9,1.08034E-9,1.07100E-9,1.08859E-9,1.08665E-9,1.07273E-9,1.09010E-9,1.07619E-9,1.06785E-9,1.09623E-9,1.06458E-9,1.07433E-9,1.09402E-9,1.07316E-9,1.07652E-9,1.08617E-9,1.09054E-9,1.08748E-9,1.06321E-9,1.08324E-9,1.10654E-9,1.08000E-9,1.10000E-9,1.06553E-9,1.06831E-9,1.07591E-9,1.08664E-9,1.07650E-9,1.08030E-9,1.07560E-9
