freq (Hz),input noise; V / sqrt(Hz) mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 21  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 22  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 23  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 24  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 25  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 26  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 27  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 28  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 29  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 30  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 31  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 32  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 33  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 34  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 35  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 36  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 37  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 38  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 39  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 40  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 41  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 42  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 43  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 44  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 45  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 46  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 47  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 48  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 49  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 50  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 51  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 52  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 53  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 54  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 55  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 56  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 57  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 58  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 59  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 60  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 61  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 62  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 63  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 64  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 65  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 66  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 67  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 68  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 69  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 70  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 71  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 72  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 73  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 74  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 75  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 76  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 77  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 78  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 79  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 80  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 81  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 82  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 83  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 84  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 85  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 86  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 87  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 88  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 89  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 90  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 91  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 92  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 93  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 94  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 95  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 96  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 97  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 98  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 99  (V / sqrt(Hz)),input noise; V / sqrt(Hz) mcparamset 100  (V / sqrt(Hz))
2.51189E3,1.07353E-9,1.07851E-9,1.10251E-9,1.07124E-9,1.10599E-9,1.12174E-9,1.11981E-9,1.07777E-9,1.06603E-9,1.10858E-9,1.07634E-9,1.08100E-9,1.11169E-9,1.08824E-9,1.07198E-9,1.09706E-9,1.09129E-9,1.08393E-9,1.09429E-9,1.08276E-9,1.07481E-9,1.09222E-9,1.09237E-9,1.10388E-9,1.07504E-9,1.08009E-9,1.07917E-9,1.09543E-9,1.09514E-9,1.08974E-9,1.09604E-9,1.07976E-9,1.07829E-9,1.09098E-9,1.08659E-9,1.08398E-9,1.07701E-9,1.17340E-9,1.09409E-9,1.08556E-9,1.09355E-9,1.07549E-9,1.07886E-9,1.08351E-9,1.08094E-9,1.08208E-9,1.10271E-9,1.09598E-9,1.08476E-9,1.10291E-9,1.07993E-9,1.12632E-9,1.12338E-9,1.07687E-9,1.09503E-9,1.09304E-9,1.10439E-9,1.09865E-9,1.06222E-9,1.07886E-9,1.09014E-9,1.07608E-9,1.10752E-9,1.07021E-9,1.07588E-9,1.10509E-9,1.12592E-9,1.10387E-9,1.06538E-9,1.08232E-9,1.09397E-9,1.06819E-9,1.11557E-9,1.08426E-9,1.09690E-9,1.09878E-9,1.07927E-9,1.09704E-9,1.08350E-9,1.10778E-9,1.10575E-9,1.06846E-9,1.08544E-9,1.07069E-9,1.08295E-9,1.08183E-9,1.07170E-9,1.07879E-9,1.06233E-9,1.10661E-9,1.09812E-9,1.09852E-9,1.08338E-9,1.08714E-9,1.11224E-9,1.07864E-9,1.07980E-9,1.08926E-9,1.09085E-9,1.07900E-9
3.16228E3,1.07304E-9,1.07778E-9,1.10060E-9,1.07046E-9,1.10227E-9,1.11350E-9,1.11194E-9,1.07698E-9,1.06529E-9,1.10634E-9,1.07605E-9,1.08023E-9,1.10747E-9,1.08662E-9,1.07147E-9,1.09577E-9,1.09020E-9,1.08024E-9,1.09332E-9,1.08129E-9,1.07351E-9,1.08906E-9,1.09208E-9,1.09858E-9,1.07440E-9,1.07935E-9,1.07795E-9,1.09479E-9,1.09435E-9,1.08916E-9,1.09449E-9,1.07616E-9,1.07814E-9,1.08939E-9,1.08611E-9,1.08353E-9,1.07665E-9,1.15503E-9,1.08944E-9,1.08497E-9,1.09297E-9,1.07494E-9,1.07832E-9,1.08168E-9,1.07916E-9,1.08152E-9,1.10240E-9,1.09083E-9,1.08431E-9,1.10246E-9,1.07966E-9,1.11540E-9,1.11766E-9,1.07354E-9,1.09462E-9,1.09241E-9,1.10279E-9,1.09551E-9,1.06125E-9,1.07671E-9,1.08788E-9,1.07426E-9,1.10523E-9,1.06971E-9,1.07560E-9,1.10213E-9,1.11764E-9,1.10305E-9,1.06244E-9,1.08181E-9,1.09353E-9,1.06775E-9,1.11125E-9,1.07926E-9,1.09665E-9,1.09842E-9,1.07892E-9,1.09099E-9,1.08052E-9,1.10588E-9,1.10313E-9,1.06793E-9,1.08521E-9,1.06830E-9,1.08084E-9,1.08160E-9,1.07135E-9,1.07691E-9,1.06076E-9,1.10591E-9,1.09727E-9,1.09429E-9,1.08280E-9,1.08610E-9,1.10579E-9,1.07832E-9,1.07950E-9,1.08792E-9,1.08999E-9,1.07659E-9
3.98107E3,1.07266E-9,1.07722E-9,1.09912E-9,1.06986E-9,1.09940E-9,1.10714E-9,1.10586E-9,1.07637E-9,1.06472E-9,1.10461E-9,1.07583E-9,1.07963E-9,1.10423E-9,1.08536E-9,1.07108E-9,1.09477E-9,1.08936E-9,1.07740E-9,1.09257E-9,1.08016E-9,1.07251E-9,1.08663E-9,1.09185E-9,1.09449E-9,1.07391E-9,1.07877E-9,1.07701E-9,1.09429E-9,1.09375E-9,1.08871E-9,1.09329E-9,1.07339E-9,1.07801E-9,1.08816E-9,1.08574E-9,1.08318E-9,1.07637E-9,1.14074E-9,1.08586E-9,1.08451E-9,1.09253E-9,1.07451E-9,1.07790E-9,1.08028E-9,1.07779E-9,1.08110E-9,1.10217E-9,1.08687E-9,1.08397E-9,1.10211E-9,1.07945E-9,1.10694E-9,1.11325E-9,1.07099E-9,1.09430E-9,1.09192E-9,1.10156E-9,1.09309E-9,1.06050E-9,1.07505E-9,1.08615E-9,1.07286E-9,1.10347E-9,1.06933E-9,1.07539E-9,1.09986E-9,1.11123E-9,1.10242E-9,1.06018E-9,1.08141E-9,1.09319E-9,1.06741E-9,1.10792E-9,1.07542E-9,1.09645E-9,1.09814E-9,1.07865E-9,1.08632E-9,1.07823E-9,1.10442E-9,1.10111E-9,1.06752E-9,1.08504E-9,1.06645E-9,1.07922E-9,1.08141E-9,1.07108E-9,1.07546E-9,1.05955E-9,1.10538E-9,1.09661E-9,1.09103E-9,1.08235E-9,1.08531E-9,1.10082E-9,1.07808E-9,1.07927E-9,1.08688E-9,1.08932E-9,1.07473E-9
5.01187E3,1.07236E-9,1.07678E-9,1.09799E-9,1.06939E-9,1.09720E-9,1.10223E-9,1.10118E-9,1.07590E-9,1.06427E-9,1.10329E-9,1.07565E-9,1.07917E-9,1.10173E-9,1.08440E-9,1.07078E-9,1.09401E-9,1.08872E-9,1.07522E-9,1.09200E-9,1.07929E-9,1.07174E-9,1.08476E-9,1.09168E-9,1.09134E-9,1.07353E-9,1.07833E-9,1.07629E-9,1.09390E-9,1.09328E-9,1.08836E-9,1.09238E-9,1.07126E-9,1.07792E-9,1.08722E-9,1.08545E-9,1.08291E-9,1.07615E-9,1.12966E-9,1.08310E-9,1.08416E-9,1.09219E-9,1.07418E-9,1.07758E-9,1.07920E-9,1.07674E-9,1.08076E-9,1.10199E-9,1.08382E-9,1.08370E-9,1.10184E-9,1.07929E-9,1.10041E-9,1.10986E-9,1.06902E-9,1.09405E-9,1.09154E-9,1.10061E-9,1.09123E-9,1.05993E-9,1.07377E-9,1.08481E-9,1.07178E-9,1.10212E-9,1.06903E-9,1.07522E-9,1.09811E-9,1.10629E-9,1.10193E-9,1.05845E-9,1.08110E-9,1.09293E-9,1.06715E-9,1.10536E-9,1.07246E-9,1.09630E-9,1.09793E-9,1.07844E-9,1.08272E-9,1.07646E-9,1.10330E-9,1.09955E-9,1.06721E-9,1.08491E-9,1.06503E-9,1.07797E-9,1.08127E-9,1.07087E-9,1.07435E-9,1.05862E-9,1.10496E-9,1.09610E-9,1.08852E-9,1.08200E-9,1.08469E-9,1.09699E-9,1.07789E-9,1.07908E-9,1.08608E-9,1.08881E-9,1.07331E-9
6.30957E3,1.07213E-9,1.07645E-9,1.09711E-9,1.06904E-9,1.09550E-9,1.09845E-9,1.09757E-9,1.07554E-9,1.06393E-9,1.10227E-9,1.07552E-9,1.07881E-9,1.09981E-9,1.08365E-9,1.07055E-9,1.09342E-9,1.08822E-9,1.07354E-9,1.09155E-9,1.07862E-9,1.07115E-9,1.08332E-9,1.09154E-9,1.08891E-9,1.07324E-9,1.07799E-9,1.07573E-9,1.09361E-9,1.09292E-9,1.08810E-9,1.09167E-9,1.06962E-9,1.07784E-9,1.08649E-9,1.08522E-9,1.08270E-9,1.07599E-9,1.12108E-9,1.08098E-9,1.08389E-9,1.09193E-9,1.07393E-9,1.07733E-9,1.07837E-9,1.07593E-9,1.08051E-9,1.10185E-9,1.08148E-9,1.08349E-9,1.10164E-9,1.07916E-9,1.09537E-9,1.10724E-9,1.06750E-9,1.09386E-9,1.09124E-9,1.09989E-9,1.08980E-9,1.05948E-9,1.07279E-9,1.08378E-9,1.07095E-9,1.10108E-9,1.06880E-9,1.07509E-9,1.09676E-9,1.10249E-9,1.10156E-9,1.05711E-9,1.08086E-9,1.09273E-9,1.06695E-9,1.10339E-9,1.07018E-9,1.09619E-9,1.09776E-9,1.07828E-9,1.07995E-9,1.07510E-9,1.10243E-9,1.09836E-9,1.06696E-9,1.08480E-9,1.06394E-9,1.07701E-9,1.08116E-9,1.07071E-9,1.07349E-9,1.05791E-9,1.10464E-9,1.09571E-9,1.08659E-9,1.08173E-9,1.08422E-9,1.09404E-9,1.07774E-9,1.07894E-9,1.08547E-9,1.08842E-9,1.07221E-9
7.94328E3,1.07195E-9,1.07619E-9,1.09644E-9,1.06876E-9,1.09420E-9,1.09554E-9,1.09479E-9,1.07526E-9,1.06367E-9,1.10148E-9,1.07541E-9,1.07854E-9,1.09833E-9,1.08308E-9,1.07037E-9,1.09297E-9,1.08784E-9,1.07225E-9,1.09121E-9,1.07810E-9,1.07069E-9,1.08221E-9,1.09144E-9,1.08705E-9,1.07301E-9,1.07773E-9,1.07530E-9,1.09338E-9,1.09264E-9,1.08789E-9,1.09113E-9,1.06836E-9,1.07778E-9,1.08593E-9,1.08505E-9,1.08254E-9,1.07586E-9,1.11446E-9,1.07935E-9,1.08368E-9,1.09173E-9,1.07373E-9,1.07713E-9,1.07773E-9,1.07531E-9,1.08031E-9,1.10174E-9,1.07967E-9,1.08333E-9,1.10147E-9,1.07906E-9,1.09149E-9,1.10523E-9,1.06634E-9,1.09371E-9,1.09102E-9,1.09932E-9,1.08870E-9,1.05914E-9,1.07203E-9,1.08299E-9,1.07032E-9,1.10028E-9,1.06863E-9,1.07499E-9,1.09573E-9,1.09955E-9,1.10127E-9,1.05608E-9,1.08068E-9,1.09257E-9,1.06679E-9,1.10187E-9,1.06843E-9,1.09610E-9,1.09764E-9,1.07816E-9,1.07782E-9,1.07406E-9,1.10177E-9,1.09744E-9,1.06677E-9,1.08472E-9,1.06310E-9,1.07628E-9,1.08107E-9,1.07059E-9,1.07284E-9,1.05735E-9,1.10440E-9,1.09541E-9,1.08510E-9,1.08152E-9,1.08386E-9,1.09177E-9,1.07763E-9,1.07884E-9,1.08500E-9,1.08812E-9,1.07136E-9
10.0000E3,1.07181E-9,1.07599E-9,1.09593E-9,1.06855E-9,1.09320E-9,1.09330E-9,1.09265E-9,1.07505E-9,1.06346E-9,1.10087E-9,1.07533E-9,1.07833E-9,1.09719E-9,1.08264E-9,1.07023E-9,1.09262E-9,1.08755E-9,1.07126E-9,1.09095E-9,1.07770E-9,1.07034E-9,1.08136E-9,1.09136E-9,1.08562E-9,1.07284E-9,1.07753E-9,1.07497E-9,1.09320E-9,1.09242E-9,1.08773E-9,1.09071E-9,1.06739E-9,1.07774E-9,1.08550E-9,1.08491E-9,1.08242E-9,1.07576E-9,1.10935E-9,1.07809E-9,1.08351E-9,1.09158E-9,1.07357E-9,1.07699E-9,1.07724E-9,1.07483E-9,1.08016E-9,1.10165E-9,1.07829E-9,1.08321E-9,1.10135E-9,1.07898E-9,1.08850E-9,1.10369E-9,1.06545E-9,1.09359E-9,1.09084E-9,1.09889E-9,1.08785E-9,1.05888E-9,1.07145E-9,1.08239E-9,1.06983E-9,1.09966E-9,1.06849E-9,1.07491E-9,1.09493E-9,1.09730E-9,1.10105E-9,1.05529E-9,1.08054E-9,1.09244E-9,1.06667E-9,1.10071E-9,1.06708E-9,1.09603E-9,1.09754E-9,1.07806E-9,1.07618E-9,1.07326E-9,1.10125E-9,1.09673E-9,1.06662E-9,1.08466E-9,1.06246E-9,1.07571E-9,1.08100E-9,1.07049E-9,1.07233E-9,1.05693E-9,1.10421E-9,1.09518E-9,1.08396E-9,1.08135E-9,1.08358E-9,1.09002E-9,1.07754E-9,1.07875E-9,1.08463E-9,1.08788E-9,1.07071E-9
12.5893E3,1.07170E-9,1.07584E-9,1.09553E-9,1.06839E-9,1.09243E-9,1.09158E-9,1.09101E-9,1.07489E-9,1.06331E-9,1.10041E-9,1.07527E-9,1.07817E-9,1.09632E-9,1.08229E-9,1.07012E-9,1.09235E-9,1.08732E-9,1.07050E-9,1.09075E-9,1.07740E-9,1.07006E-9,1.08071E-9,1.09130E-9,1.08452E-9,1.07271E-9,1.07738E-9,1.07472E-9,1.09307E-9,1.09225E-9,1.08760E-9,1.09039E-9,1.06664E-9,1.07770E-9,1.08517E-9,1.08481E-9,1.08232E-9,1.07568E-9,1.10542E-9,1.07712E-9,1.08339E-9,1.09146E-9,1.07346E-9,1.07687E-9,1.07686E-9,1.07446E-9,1.08004E-9,1.10158E-9,1.07722E-9,1.08312E-9,1.10125E-9,1.07892E-9,1.08621E-9,1.10250E-9,1.06476E-9,1.09350E-9,1.09071E-9,1.09856E-9,1.08720E-9,1.05868E-9,1.07100E-9,1.08192E-9,1.06945E-9,1.09919E-9,1.06838E-9,1.07485E-9,1.09432E-9,1.09556E-9,1.10088E-9,1.05468E-9,1.08043E-9,1.09235E-9,1.06657E-9,1.09981E-9,1.06605E-9,1.09597E-9,1.09746E-9,1.07798E-9,1.07492E-9,1.07264E-9,1.10086E-9,1.09619E-9,1.06651E-9,1.08461E-9,1.06196E-9,1.07527E-9,1.08095E-9,1.07042E-9,1.07194E-9,1.05660E-9,1.10406E-9,1.09500E-9,1.08309E-9,1.08123E-9,1.08336E-9,1.08868E-9,1.07747E-9,1.07869E-9,1.08435E-9,1.08770E-9,1.07021E-9
15.8489E3,1.07162E-9,1.07572E-9,1.09522E-9,1.06826E-9,1.09184E-9,1.09026E-9,1.08975E-9,1.07476E-9,1.06318E-9,1.10005E-9,1.07522E-9,1.07804E-9,1.09565E-9,1.08203E-9,1.07004E-9,1.09214E-9,1.08715E-9,1.06991E-9,1.09059E-9,1.07716E-9,1.06986E-9,1.08020E-9,1.09125E-9,1.08368E-9,1.07260E-9,1.07726E-9,1.07452E-9,1.09296E-9,1.09212E-9,1.08751E-9,1.09015E-9,1.06607E-9,1.07768E-9,1.08492E-9,1.08473E-9,1.08225E-9,1.07562E-9,1.10239E-9,1.07638E-9,1.08329E-9,1.09136E-9,1.07336E-9,1.07678E-9,1.07657E-9,1.07418E-9,1.07995E-9,1.10153E-9,1.07640E-9,1.08304E-9,1.10118E-9,1.07888E-9,1.08444E-9,1.10159E-9,1.06423E-9,1.09344E-9,1.09061E-9,1.09830E-9,1.08670E-9,1.05852E-9,1.07066E-9,1.08156E-9,1.06916E-9,1.09882E-9,1.06830E-9,1.07480E-9,1.09385E-9,1.09423E-9,1.10075E-9,1.05421E-9,1.08034E-9,1.09228E-9,1.06650E-9,1.09912E-9,1.06526E-9,1.09593E-9,1.09740E-9,1.07792E-9,1.07395E-9,1.07217E-9,1.10056E-9,1.09577E-9,1.06642E-9,1.08457E-9,1.06158E-9,1.07494E-9,1.08091E-9,1.07036E-9,1.07164E-9,1.05635E-9,1.10394E-9,1.09487E-9,1.08241E-9,1.08113E-9,1.08320E-9,1.08765E-9,1.07742E-9,1.07863E-9,1.08414E-9,1.08756E-9,1.06983E-9
19.9526E3,1.07155E-9,1.07563E-9,1.09499E-9,1.06817E-9,1.09139E-9,1.08925E-9,1.08878E-9,1.07466E-9,1.06309E-9,1.09978E-9,1.07519E-9,1.07795E-9,1.09514E-9,1.08183E-9,1.06997E-9,1.09199E-9,1.08701E-9,1.06946E-9,1.09047E-9,1.07698E-9,1.06969E-9,1.07982E-9,1.09121E-9,1.08303E-9,1.07253E-9,1.07716E-9,1.07437E-9,1.09288E-9,1.09202E-9,1.08744E-9,1.08996E-9,1.06563E-9,1.07766E-9,1.08472E-9,1.08467E-9,1.08219E-9,1.07557E-9,1.10006E-9,1.07581E-9,1.08321E-9,1.09129E-9,1.07329E-9,1.07671E-9,1.07634E-9,1.07396E-9,1.07988E-9,1.10149E-9,1.07578E-9,1.08299E-9,1.10112E-9,1.07884E-9,1.08308E-9,1.10089E-9,1.06383E-9,1.09338E-9,1.09053E-9,1.09811E-9,1.08632E-9,1.05840E-9,1.07040E-9,1.08128E-9,1.06894E-9,1.09854E-9,1.06824E-9,1.07477E-9,1.09349E-9,1.09320E-9,1.10065E-9,1.05385E-9,1.08028E-9,1.09222E-9,1.06644E-9,1.09860E-9,1.06465E-9,1.09590E-9,1.09736E-9,1.07788E-9,1.07320E-9,1.07180E-9,1.10032E-9,1.09545E-9,1.06635E-9,1.08454E-9,1.06129E-9,1.07468E-9,1.08088E-9,1.07032E-9,1.07141E-9,1.05616E-9,1.10386E-9,1.09476E-9,1.08190E-9,1.08105E-9,1.08307E-9,1.08686E-9,1.07738E-9,1.07860E-9,1.08397E-9,1.08746E-9,1.06953E-9
25.1189E3,1.07150E-9,1.07556E-9,1.09481E-9,1.06809E-9,1.09104E-9,1.08847E-9,1.08803E-9,1.07459E-9,1.06302E-9,1.09957E-9,1.07516E-9,1.07787E-9,1.09474E-9,1.08168E-9,1.06992E-9,1.09186E-9,1.08691E-9,1.06912E-9,1.09038E-9,1.07684E-9,1.06957E-9,1.07952E-9,1.09118E-9,1.08253E-9,1.07247E-9,1.07709E-9,1.07426E-9,1.09282E-9,1.09195E-9,1.08738E-9,1.08981E-9,1.06529E-9,1.07764E-9,1.08457E-9,1.08462E-9,1.08214E-9,1.07553E-9,1.09827E-9,1.07537E-9,1.08316E-9,1.09124E-9,1.07324E-9,1.07666E-9,1.07617E-9,1.07379E-9,1.07982E-9,1.10146E-9,1.07529E-9,1.08294E-9,1.10108E-9,1.07881E-9,1.08204E-9,1.10035E-9,1.06352E-9,1.09334E-9,1.09046E-9,1.09796E-9,1.08602E-9,1.05831E-9,1.07020E-9,1.08107E-9,1.06877E-9,1.09833E-9,1.06819E-9,1.07474E-9,1.09321E-9,1.09241E-9,1.10057E-9,1.05358E-9,1.08023E-9,1.09217E-9,1.06640E-9,1.09819E-9,1.06418E-9,1.09587E-9,1.09732E-9,1.07784E-9,1.07263E-9,1.07152E-9,1.10014E-9,1.09520E-9,1.06630E-9,1.08452E-9,1.06106E-9,1.07448E-9,1.08086E-9,1.07028E-9,1.07124E-9,1.05601E-9,1.10379E-9,1.09468E-9,1.08150E-9,1.08099E-9,1.08297E-9,1.08625E-9,1.07735E-9,1.07856E-9,1.08384E-9,1.08738E-9,1.06930E-9
31.6228E3,1.07146E-9,1.07550E-9,1.09467E-9,1.06804E-9,1.09078E-9,1.08787E-9,1.08746E-9,1.07453E-9,1.06296E-9,1.09940E-9,1.07513E-9,1.07781E-9,1.09444E-9,1.08156E-9,1.06988E-9,1.09177E-9,1.08683E-9,1.06885E-9,1.09031E-9,1.07673E-9,1.06948E-9,1.07929E-9,1.09116E-9,1.08215E-9,1.07242E-9,1.07704E-9,1.07417E-9,1.09277E-9,1.09189E-9,1.08733E-9,1.08970E-9,1.06503E-9,1.07763E-9,1.08446E-9,1.08458E-9,1.08211E-9,1.07551E-9,1.09690E-9,1.07504E-9,1.08311E-9,1.09120E-9,1.07320E-9,1.07662E-9,1.07604E-9,1.07366E-9,1.07978E-9,1.10144E-9,1.07492E-9,1.08291E-9,1.10104E-9,1.07879E-9,1.08124E-9,1.09993E-9,1.06328E-9,1.09331E-9,1.09042E-9,1.09784E-9,1.08580E-9,1.05824E-9,1.07004E-9,1.08091E-9,1.06864E-9,1.09816E-9,1.06815E-9,1.07472E-9,1.09300E-9,1.09181E-9,1.10051E-9,1.05336E-9,1.08019E-9,1.09214E-9,1.06637E-9,1.09788E-9,1.06382E-9,1.09585E-9,1.09729E-9,1.07782E-9,1.07219E-9,1.07131E-9,1.10001E-9,1.09501E-9,1.06626E-9,1.08450E-9,1.06089E-9,1.07433E-9,1.08084E-9,1.07025E-9,1.07110E-9,1.05589E-9,1.10373E-9,1.09462E-9,1.08119E-9,1.08095E-9,1.08290E-9,1.08578E-9,1.07732E-9,1.07854E-9,1.08375E-9,1.08731E-9,1.06913E-9
