Rptat2 ,input noise; V / sqrt(Hz) (V / sqrt(Hz)),input noise; V / sqrt(Hz) (V / sqrt(Hz)),input noise; V / sqrt(Hz) (V / sqrt(Hz)),input noise; V / sqrt(Hz) (V / sqrt(Hz))
22.9087,68.7329E-9,19.3739E-9,5.46875E-9,1.57090E-9
22.3872,69.7174E-9,19.6514E-9,5.54678E-9,1.59236E-9
21.8776,70.6734E-9,19.9208E-9,5.62256E-9,1.61322E-9
21.3796,71.6006E-9,20.1820E-9,5.69607E-9,1.63347E-9
20.8930,72.4991E-9,20.4352E-9,5.76730E-9,1.65311E-9
20.4174,73.3689E-9,20.6803E-9,5.83626E-9,1.67214E-9
19.9526,74.2104E-9,20.9175E-9,5.90299E-9,1.69056E-9
19.4984,75.0240E-9,21.1468E-9,5.96750E-9,1.70839E-9
19.0546,75.8104E-9,21.3684E-9,6.02986E-9,1.72563E-9
18.6209,76.5702E-9,21.5825E-9,6.09012E-9,1.74229E-9
18.1970,77.3044E-9,21.7894E-9,6.14834E-9,1.75841E-9
17.7828,78.0137E-9,21.9893E-9,6.20460E-9,1.77398E-9
17.3780,78.6992E-9,22.1825E-9,6.25897E-9,1.78904E-9
16.9824,79.3619E-9,22.3692E-9,6.31153E-9,1.80361E-9
16.5959,80.0027E-9,22.5498E-9,6.36236E-9,1.81770E-9
16.2181,80.6228E-9,22.7245E-9,6.41155E-9,1.83134E-9
15.8489,81.2232E-9,22.8938E-9,6.45918E-9,1.84455E-9
15.4882,81.8050E-9,23.0577E-9,6.50533E-9,1.85736E-9
15.1356,82.3693E-9,23.2167E-9,6.55009E-9,1.86979E-9
14.7911,82.9170E-9,23.3711E-9,6.59355E-9,1.88186E-9
14.4544,83.4493E-9,23.5211E-9,6.63577E-9,1.89359E-9
14.1254,83.9672E-9,23.6670E-9,6.67686E-9,1.90500E-9
13.8038,84.4715E-9,23.8092E-9,6.71687E-9,1.91613E-9
13.4896,84.9635E-9,23.9478E-9,6.75590E-9,1.92698E-9
13.1826,85.4439E-9,24.0832E-9,6.79402E-9,1.93758E-9
12.8825,85.9137E-9,24.2156E-9,6.83129E-9,1.94794E-9
12.5893,86.3738E-9,24.3452E-9,6.86780E-9,1.95810E-9
12.3027,86.8252E-9,24.4725E-9,6.90362E-9,1.96807E-9
12.0226,87.2686E-9,24.5974E-9,6.93880E-9,1.97786E-9
11.7490,87.7050E-9,24.7204E-9,6.97343E-9,1.98750E-9
11.4815,88.1351E-9,24.8416E-9,7.00756E-9,1.99701E-9
11.2202,88.5598E-9,24.9613E-9,7.04126E-9,2.00639E-9
10.9648,88.9799E-9,25.0797E-9,7.07459E-9,2.01568E-9
10.7152,89.3961E-9,25.1970E-9,7.10762E-9,2.02488E-9
10.4713,89.8091E-9,25.3134E-9,7.14040E-9,2.03402E-9
10.2329,90.2198E-9,25.4291E-9,7.17299E-9,2.04310E-9
10.0000,90.6289E-9,25.5444E-9,7.20545E-9,2.05215E-9
9.77237,91.0371E-9,25.6594E-9,7.23784E-9,2.06118E-9
9.54993,91.4450E-9,25.7744E-9,7.27021E-9,2.07021E-9
9.33254,91.8532E-9,25.8894E-9,7.30261E-9,2.07925E-9
9.12011,92.2610E-9,26.0044E-9,7.33498E-9,2.08828E-9
8.91251,92.6592E-9,26.1166E-9,7.36658E-9,2.09709E-9
8.70964,93.0083E-9,26.2150E-9,7.39428E-9,2.10483E-9
8.51138,93.2789E-9,26.2912E-9,7.41576E-9,2.11083E-9
8.31764,93.4928E-9,26.3515E-9,7.43274E-9,2.11558E-9
8.12831,93.6713E-9,26.4018E-9,7.44691E-9,2.11954E-9
7.94328,93.8230E-9,26.4446E-9,7.45895E-9,2.12292E-9
7.76247,93.9510E-9,26.4807E-9,7.46912E-9,2.12577E-9
7.58578,94.0573E-9,26.5106E-9,7.47756E-9,2.12814E-9
7.41310,94.1442E-9,26.5351E-9,7.48446E-9,2.13008E-9
7.24436,94.2146E-9,26.5549E-9,7.49006E-9,2.13166E-9
7.07946,94.2710E-9,26.5708E-9,7.49454E-9,2.13294E-9
6.91831,94.3155E-9,26.5834E-9,7.49807E-9,2.13394E-9
6.76083,94.3497E-9,26.5930E-9,7.50080E-9,2.13473E-9
6.60693,94.3751E-9,26.6002E-9,7.50282E-9,2.13531E-9
6.45654,94.3928E-9,26.6052E-9,7.50424E-9,2.13573E-9
6.30957,94.4037E-9,26.6082E-9,7.50511E-9,2.13600E-9
6.16595,94.4085E-9,26.6096E-9,7.50550E-9,2.13614E-9
6.02560,94.4079E-9,26.6094E-9,7.50545E-9,2.13615E-9
5.88844,94.4023E-9,26.6078E-9,7.50502E-9,2.13606E-9
5.75440,94.3922E-9,26.6050E-9,7.50423E-9,2.13587E-9
5.62341,94.3781E-9,26.6010E-9,7.50312E-9,2.13559E-9
5.49541,94.3602E-9,26.5960E-9,7.50171E-9,2.13523E-9
5.37032,94.3389E-9,26.5900E-9,7.50003E-9,2.13479E-9
5.24807,94.3144E-9,26.5831E-9,7.49809E-9,2.13428E-9
5.12861,94.2869E-9,26.5754E-9,7.49592E-9,2.13371E-9
5.01187,94.2567E-9,26.5668E-9,7.49354E-9,2.13308E-9
4.89779,94.2239E-9,26.5576E-9,7.49095E-9,2.13240E-9
4.78630,94.1887E-9,26.5477E-9,7.48817E-9,2.13166E-9
4.67735,94.1513E-9,26.5371E-9,7.48520E-9,2.13087E-9
4.57088,94.1117E-9,26.5260E-9,7.48207E-9,2.13004E-9
4.46684,94.0701E-9,26.5143E-9,7.47879E-9,2.12916E-9
4.36516,94.0266E-9,26.5020E-9,7.47535E-9,2.12825E-9
4.26580,93.9813E-9,26.4892E-9,7.47177E-9,2.12729E-9
4.16869,93.9343E-9,26.4760E-9,7.46805E-9,2.12630E-9
4.07380,93.8867E-9,26.4626E-9,7.46429E-9,2.12530E-9
3.98107,93.8364E-9,26.4484E-9,7.46031E-9,2.12424E-9
3.89045,93.7848E-9,26.4339E-9,7.45623E-9,2.12315E-9
3.80189,93.7317E-9,26.4189E-9,7.45203E-9,2.12203E-9
3.71535,93.6772E-9,26.4036E-9,7.44773E-9,2.12088E-9
3.63078,93.6215E-9,26.3879E-9,7.44332E-9,2.11971E-9
3.54813,93.5646E-9,26.3718E-9,7.43882E-9,2.11851E-9
3.46737,93.5065E-9,26.3555E-9,7.43423E-9,2.11729E-9
3.38844,93.4473E-9,26.3388E-9,7.42955E-9,2.11604E-9
3.31131,93.3870E-9,26.3218E-9,7.42478E-9,2.11477E-9
3.23594,93.3257E-9,26.3045E-9,7.41994E-9,2.11349E-9
3.16228,93.2634E-9,26.2870E-9,7.41502E-9,2.11218E-9
3.09030,93.2003E-9,26.2692E-9,7.41002E-9,2.11086E-9
3.01995,93.1364E-9,26.2512E-9,7.40497E-9,2.10952E-9
2.95121,93.0720E-9,26.2331E-9,7.39989E-9,2.10817E-9
2.88403,93.0077E-9,26.2149E-9,7.39481E-9,2.10683E-9
2.81838,92.9449E-9,26.1973E-9,7.38985E-9,2.10552E-9
2.75423,92.8887E-9,26.1814E-9,7.38541E-9,2.10436E-9
2.69153,92.8391E-9,26.1675E-9,7.38150E-9,2.10335E-9
2.63027,92.7982E-9,26.1559E-9,7.37828E-9,2.10254E-9
2.57040,92.7653E-9,26.1467E-9,7.37569E-9,2.10190E-9
2.51189,92.7386E-9,26.1391E-9,7.37360E-9,2.10140E-9
2.45471,92.7167E-9,26.1330E-9,7.37189E-9,2.10101E-9
2.39883,92.6975E-9,26.1276E-9,7.37039E-9,2.10068E-9
2.34423,92.6831E-9,26.1235E-9,7.36928E-9,2.10046E-9
2.29087,92.6709E-9,26.1201E-9,7.36834E-9,2.10029E-9
2.23872,92.6610E-9,26.1173E-9,7.36758E-9,2.10018E-9
2.18776,92.6532E-9,26.1151E-9,7.36700E-9,2.10012E-9
2.13796,92.6474E-9,26.1135E-9,7.36657E-9,2.10010E-9
2.08930,92.6434E-9,26.1124E-9,7.36628E-9,2.10013E-9
2.04174,92.6413E-9,26.1118E-9,7.36615E-9,2.10020E-9
1.99526,92.6410E-9,26.1117E-9,7.36616E-9,2.10031E-9
1.94984,92.6425E-9,26.1122E-9,7.36631E-9,2.10047E-9
1.90546,92.6459E-9,26.1131E-9,7.36662E-9,2.10067E-9
1.86209,92.6511E-9,26.1146E-9,7.36707E-9,2.10092E-9
1.81970,92.6582E-9,26.1166E-9,7.36767E-9,2.10121E-9
1.77828,92.6673E-9,26.1192E-9,7.36843E-9,2.10155E-9
1.73780,92.6784E-9,26.1223E-9,7.36935E-9,2.10194E-9
1.69824,92.6915E-9,26.1260E-9,7.37044E-9,2.10238E-9
1.65959,92.7069E-9,26.1304E-9,7.37170E-9,2.10288E-9
1.62181,92.7244E-9,26.1353E-9,7.37314E-9,2.10342E-9
1.58489,92.7443E-9,26.1409E-9,7.37476E-9,2.10402E-9
1.54882,92.7665E-9,26.1472E-9,7.37657E-9,2.10468E-9
1.51356,92.7913E-9,26.1542E-9,7.37859E-9,2.10540E-9
1.47911,92.8186E-9,26.1619E-9,7.38081E-9,2.10618E-9
1.44544,92.8487E-9,26.1704E-9,7.38324E-9,2.10703E-9
1.41254,92.8815E-9,26.1797E-9,7.38590E-9,2.10795E-9
1.38038,92.9173E-9,26.1898E-9,7.38880E-9,2.10893E-9
1.34896,92.9562E-9,26.2007E-9,7.39194E-9,2.10999E-9
1.31826,92.9981E-9,26.2126E-9,7.39533E-9,2.11112E-9
1.28825,93.0434E-9,26.2254E-9,7.39898E-9,2.11234E-9
1.25893,93.0922E-9,26.2391E-9,7.40291E-9,2.11363E-9
1.23027,93.1445E-9,26.2539E-9,7.40712E-9,2.11501E-9
1.20226,93.2005E-9,26.2697E-9,7.41164E-9,2.11648E-9
1.17490,93.2604E-9,26.2866E-9,7.41646E-9,2.11805E-9
1.14815,93.3243E-9,26.3046E-9,7.42160E-9,2.11971E-9
1.12202,93.3925E-9,26.3238E-9,7.42708E-9,2.12147E-9
1.09648,93.4650E-9,26.3443E-9,7.43291E-9,2.12334E-9
1.07152,93.5421E-9,26.3660E-9,7.43911E-9,2.12531E-9
1.04713,93.6240E-9,26.3891E-9,7.44568E-9,2.12740E-9
1.02329,93.7107E-9,26.4136E-9,7.45265E-9,2.12960E-9
1.00000,93.8026E-9,26.4395E-9,7.46002E-9,2.13193E-9
